target,best_state,best_Rdep,cs_spread,cs_rel_drop,cs_flag,n_slices_ident,Rdep_overall,Rdep_Rest,Rdep_Stim8hr,Rdep_Stim48hr
AKAP9,Stim8hr,0.0434,0.0069,0.1577,False,2,0.0317,0.0366,0.0434,NA
BCL2L12,Stim8hr,0.0682,0.0068,0.1003,False,3,0.117,0.0673,0.0682,0.0614
TLE5,Rest,0.0187,0.0068,0.3663,False,3,0.0418,0.0187,0.0118,0.0173
OSTM1,Rest,0.0705,0.0068,0.097,False,3,0.1293,0.0705,0.0639,0.0637
MRPL38,Rest,0.0085,0.0068,0.8039,False,2,0.0143,0.0085,NA,0.0017
DMRT2,Rest,0.0292,0.0068,0.2327,False,2,NA,0.0292,NA,0.0224
VSIG2,Stim48hr,0.0302,0.0068,0.2251,False,3,0.0445,0.0234,0.0264,0.0302
TRAPPC4,Rest,0.0419,0.0068,0.1624,False,2,0.122,0.0419,NA,0.0351
PAX9,Stim48hr,0.0197,0.0068,0.3448,False,2,0.0326,NA,0.0129,0.0197
P2RY12,Stim8hr,0.0282,0.0068,0.2402,False,3,0.0577,0.0261,0.0282,0.0215
ITGB2,Stim8hr,0.0473,0.0068,0.1431,False,3,0.0748,0.0448,0.0473,0.0405
LGMN,Stim48hr,0.0364,0.0068,0.1861,False,3,0.0692,0.0362,0.0296,0.0364
AZIN2,Stim8hr,0.0524,0.0068,0.1289,False,3,0.1051,0.0499,0.0524,0.0457
CYB5RL,Stim8hr,0.0202,0.0068,0.335,False,2,0.0118,0.0134,0.0202,NA
ATPAF1,Stim48hr,0.008,0.0068,0.8476,False,2,NA,NA,0.0012,0.008
CDC25C,Rest,0.0533,0.0068,0.1266,False,3,0.0958,0.0533,0.0466,0.0476
PDZD8,Rest,0.0193,0.0067,0.3479,False,2,0.0153,0.0193,NA,0.0126
ESR2,Stim8hr,0.0513,0.0067,0.1311,False,2,NA,0.0445,0.0513,NA
RWDD3,Stim48hr,0.0408,0.0067,0.1648,False,2,0.0775,NA,0.0341,0.0408
SCYL2,Rest,0.0183,0.0067,0.367,False,3,0.0352,0.0183,0.0116,0.0116
MSL2,Stim8hr,0.0474,0.0067,0.1416,False,3,0.0814,0.0407,0.0474,0.0447
PTPRF,Rest,0.0075,0.0067,0.8925,False,2,0.0095,0.0075,NA,0.0008
RBBP7,Stim8hr,0.0597,0.0067,0.1122,False,3,0.1162,0.057,0.0597,0.053
MRPS10,Stim8hr,0.0127,0.0067,0.5266,False,2,NA,NA,0.0127,0.006
ATAD3A,Stim48hr,0.0546,0.0067,0.1226,False,3,0.0771,0.0538,0.0479,0.0546
ZNF608,Stim48hr,0.0072,0.0067,0.9296,False,2,NA,0.0005,NA,0.0072
MGME1,Stim8hr,0.0461,0.0067,0.1453,False,3,0.086,0.04,0.0461,0.0394
FAM117B,Stim8hr,0.0265,0.0067,0.2521,False,2,NA,NA,0.0265,0.0198
H4C6,Stim8hr,0.0145,0.0067,0.4626,False,2,NA,NA,0.0145,0.0078
CCDC93,Stim48hr,0.0367,0.0067,0.182,False,2,0.0304,NA,0.03,0.0367
PPP2R2D,Rest,0.0246,0.0067,0.2709,False,2,0.0143,0.0246,NA,0.018
ISL1,Rest,0.0202,0.0067,0.3296,False,3,0.0037,0.0202,0.0136,0.0164
TRIR,Stim48hr,0.0133,0.0067,0.5018,False,2,0.0062,NA,0.0066,0.0133
SLC4A8,Rest,0.0225,0.0067,0.2959,False,2,0.0365,0.0225,0.0158,NA
TCF15,Stim8hr,0.0132,0.0066,0.5025,False,3,0.0243,0.0112,0.0132,0.0066
PSMC5,Rest,0.031,0.0066,0.2142,False,3,0.052,0.031,0.0244,0.0294
ATAD2,Stim8hr,0.0241,0.0066,0.2749,False,3,0.0477,0.0207,0.0241,0.0175
ZBTB8B,Stim48hr,0.1454,0.0066,0.0456,False,3,0.2336,0.1426,0.1388,0.1454
ZNF146,Stim8hr,0.0221,0.0066,0.2999,False,3,0.0423,0.0155,0.0221,0.0186
ZC3H15,Stim48hr,0.0228,0.0066,0.2905,False,2,NA,NA,0.0162,0.0228
ARFGAP1,Stim48hr,0.0245,0.0066,0.2686,False,2,0.0301,NA,0.0179,0.0245
HLA-DRB1,Stim48hr,0.013,0.0066,0.5036,False,2,NA,NA,0.0065,0.013
LMBRD2,Stim48hr,0.0259,0.0066,0.2536,False,3,0.0552,0.0256,0.0193,0.0259
MTFMT,Stim48hr,0.0253,0.0066,0.2593,False,2,NA,NA,0.0188,0.0253
TMEM223,Rest,0.1138,0.0066,0.0577,False,3,0.1944,0.1138,0.1072,0.1129
CCL25,Stim48hr,0.0192,0.0066,0.3413,False,2,0.0104,0.0127,NA,0.0192
BTBD3,Stim8hr,0.0118,0.0065,0.5549,False,2,0.0392,NA,0.0118,0.0053
TMED1,Stim48hr,0.0305,0.0065,0.2148,False,2,0.0194,0.0239,NA,0.0305
SLC25A4,Rest,0.012,0.0065,0.5457,False,2,NA,0.012,0.0054,NA
UBE2S,Rest,0.019,0.0065,0.3441,False,3,0.0005,0.019,0.0125,0.0156
CBX6,Stim8hr,0.0192,0.0065,0.3402,False,2,0.0234,NA,0.0192,0.0127
CDH23,Stim48hr,0.019,0.0065,0.3426,False,2,0.0228,NA,0.0125,0.019
VPS35,Rest,0.022,0.0065,0.296,False,3,0.0114,0.022,0.0155,0.0179
RIOK3,Stim48hr,0.0498,0.0065,0.131,False,3,0.0969,0.0432,0.0478,0.0498
SFR1,Stim8hr,0.0328,0.0065,0.1983,False,2,0.0688,0.0263,0.0328,NA
KTN1,Rest,0.0262,0.0065,0.2485,False,2,0.0041,0.0262,0.0197,NA
MRPS27,Stim48hr,0.0305,0.0065,0.2131,False,2,0.0542,0.024,NA,0.0305
RGS14,Rest,0.0851,0.0065,0.0763,False,3,0.156,0.0851,0.0786,0.0793
PON2,Stim48hr,0.0197,0.0065,0.3291,False,2,NA,0.0132,NA,0.0197
PML,Stim8hr,0.0168,0.0065,0.3874,False,3,0.0266,0.0141,0.0168,0.0103
RBL2,Stim8hr,0.0184,0.0065,0.3532,False,3,0.0269,0.0119,0.0184,0.0132
PLEKHF1,Stim8hr,0.018,0.0065,0.3603,False,2,0.0229,NA,0.018,0.0115
AFF2,Stim48hr,0.0226,0.0065,0.2863,False,2,0.0309,0.0162,NA,0.0226
IFT52,Stim8hr,0.0574,0.0065,0.1126,False,2,0.0178,NA,0.0574,0.051
DCAF5,Rest,0.1149,0.0065,0.0562,False,3,0.1806,0.1149,0.1085,0.1107
SP5,Rest,0.0189,0.0065,0.3427,False,2,NA,0.0189,0.0124,NA
FOSB,Rest,0.0413,0.0065,0.1564,False,2,0.0735,0.0413,0.0348,NA
BDP1,Stim48hr,0.0836,0.0064,0.0772,False,3,0.1889,0.0771,0.0828,0.0836
IL2,Rest,0.0545,0.0064,0.1181,False,3,0.0942,0.0545,0.0481,0.0518
MAML2,Stim48hr,0.0163,0.0064,0.3933,False,2,0.0251,0.0099,NA,0.0163
KLF1,Stim8hr,0.0265,0.0064,0.2421,False,2,NA,NA,0.0265,0.0201
REXO4,Rest,0.0191,0.0064,0.3355,False,2,0.03,0.0191,0.0127,NA
CLIC4,Rest,0.0416,0.0064,0.1536,False,2,0.0576,0.0416,NA,0.0352
C20orf96,Rest,0.027,0.0064,0.237,False,2,0.024,0.027,NA,0.0206
GPR52,Stim8hr,0.0464,0.0064,0.1377,False,2,0.0606,NA,0.0464,0.04
HLA-DQB1,Rest,0.018,0.0064,0.3543,False,3,0.023,0.018,0.0116,0.013
IFITM3,Stim48hr,0.0214,0.0064,0.2989,False,3,0.029,0.015,0.0156,0.0214
SLC27A2,Stim48hr,0.0207,0.0064,0.3091,False,2,NA,NA,0.0143,0.0207
ZNF675,Stim48hr,0.0382,0.0064,0.1673,False,2,NA,NA,0.0318,0.0382
PIK3C2B,Stim48hr,0.0173,0.0064,0.3694,False,2,NA,NA,0.0109,0.0173
TXNDC5,Stim8hr,0.0102,0.0064,0.6234,False,2,NA,NA,0.0102,0.0038
SLC3A2,Stim8hr,0.0526,0.0064,0.121,False,2,NA,0.0463,0.0526,NA
C3orf62,Stim8hr,0.0433,0.0064,0.1468,False,3,0.0747,0.037,0.0433,0.0419
CAMK2G,Stim8hr,0.0722,0.0063,0.0876,False,3,0.1259,0.0686,0.0722,0.0659
SCAF8,Rest,0.0464,0.0063,0.1362,False,3,0.0744,0.0464,0.0401,0.0454
SMG9,Stim48hr,0.0573,0.0063,0.1103,False,2,0.0554,NA,0.051,0.0573
SLC25A3,Stim8hr,0.0505,0.0063,0.1248,False,2,0.0571,0.0442,0.0505,NA
ITPR3,Stim48hr,0.0666,0.0063,0.0947,False,2,0.0403,NA,0.0603,0.0666
XPA,Stim48hr,0.0607,0.0063,0.1037,False,2,NA,0.0544,NA,0.0607
COPS9,Stim48hr,0.0106,0.0063,0.5939,False,2,0.0204,NA,0.0043,0.0106
APOL6,Stim8hr,0.024,0.0063,0.2625,False,2,NA,NA,0.024,0.0177
CORO6,Stim8hr,0.0154,0.0063,0.4083,False,2,0.0161,0.0091,0.0154,NA
WDR11,Stim8hr,0.0434,0.0063,0.1443,False,3,0.0833,0.0414,0.0434,0.0372
STXBP5,Stim8hr,0.0127,0.0063,0.4911,False,2,0.0472,NA,0.0127,0.0065
ATP9B,Stim8hr,0.0229,0.0063,0.2728,False,3,0.0371,0.0167,0.0229,0.0201
DNAJC27,Stim8hr,0.0547,0.0063,0.1143,False,2,0.0242,NA,0.0547,0.0484
RRBP1,Stim8hr,0.0177,0.0063,0.3526,False,2,0.0152,0.0115,0.0177,NA
SLC39A4,Stim48hr,0.061,0.0062,0.1023,False,2,0.0671,NA,0.0547,0.061
IL12RB1,Stim8hr,0.0152,0.0062,0.4106,False,2,0.0119,NA,0.0152,0.0089
CLU,Stim8hr,0.0383,0.0062,0.1624,False,3,0.077,0.0348,0.0383,0.0321
ACAA1,Stim8hr,0.0247,0.0062,0.2515,False,2,NA,0.0185,0.0247,NA
KMT2D,Stim8hr,0.0126,0.0062,0.4933,False,2,0.0135,0.0064,0.0126,NA
ATF7IP,Rest,0.1919,0.0062,0.0323,False,3,0.2719,0.1919,0.1895,0.1857
KDM5A,Rest,0.0271,0.0062,0.2281,False,3,0.0522,0.0271,0.0237,0.0209
TMEM43,Stim48hr,0.0489,0.0062,0.1263,False,2,0.0708,0.0428,NA,0.0489
SLC4A10,Stim8hr,0.0275,0.0062,0.2251,False,2,0.0415,NA,0.0275,0.0213
ARL5A,Rest,0.0272,0.0062,0.2269,False,3,0.0468,0.0272,0.0211,0.023
PPP1R14B,Stim48hr,0.0362,0.0062,0.1707,False,2,0.0322,NA,0.03,0.0362
REL,Stim8hr,0.0268,0.0062,0.23,False,2,0.0698,0.0206,0.0268,NA
TGFBRAP1,Rest,0.0251,0.0062,0.2449,False,2,NA,0.0251,0.019,NA
PRKAG1,Stim8hr,0.0118,0.0062,0.5197,False,3,0.0168,0.0057,0.0118,0.0067
GNG2,Rest,0.0258,0.0061,0.2383,False,2,0.0076,0.0258,NA,0.0197
DUS1L,Rest,0.0134,0.0061,0.4584,False,2,0.0021,0.0134,0.0073,NA
SNX9,Stim48hr,0.071,0.0061,0.0865,False,3,0.1217,0.0659,0.0649,0.071
E2F1,Stim48hr,0.0597,0.0061,0.1029,False,2,0.0712,NA,0.0535,0.0597
GALNT7,Rest,0.0237,0.0061,0.2585,False,2,NA,0.0237,0.0176,NA
USP48,Stim8hr,0.0766,0.0061,0.0799,False,3,0.1288,0.0705,0.0766,0.0744
SNX18,Stim8hr,0.0256,0.0061,0.2388,False,2,0.0276,0.0195,0.0256,NA
RBPJ,Stim48hr,0.0688,0.0061,0.0888,False,3,0.1302,0.0627,0.0628,0.0688
ZNF836,Rest,0.0558,0.0061,0.1094,False,2,0.0161,0.0558,NA,0.0497
GFM1,Stim8hr,0.0255,0.0061,0.2389,False,2,0.065,NA,0.0255,0.0194
OTX2,Rest,0.0269,0.0061,0.2273,False,2,0.0297,0.0269,0.0207,NA
RAP2C,Rest,0.0568,0.0061,0.1072,False,3,0.1123,0.0568,0.0557,0.0508
MLLT11,Stim48hr,0.0257,0.0061,0.2373,False,2,0.0315,NA,0.0196,0.0257
MACROD1,Rest,0.0405,0.0061,0.1501,False,3,0.0813,0.0405,0.0345,0.0383
ZNF550,Stim48hr,0.0124,0.0061,0.4893,False,3,0.0129,0.0063,0.0108,0.0124
AOPEP,Stim48hr,0.0267,0.0061,0.2275,False,2,0.0367,NA,0.0206,0.0267
GTF2F1,Stim8hr,0.0654,0.0061,0.0928,False,2,0.1316,0.0593,0.0654,NA
PBRM1,Rest,0.0101,0.0061,0.5986,False,2,0.0092,0.0101,NA,0.0041
RNF19A,Stim48hr,0.0113,0.006,0.5328,False,3,0.0263,0.0059,0.0053,0.0113
ATOX1,Rest,0.0757,0.006,0.0796,False,3,0.1323,0.0757,0.0722,0.0696
CACNB3,Stim48hr,0.0185,0.006,0.3251,False,2,NA,NA,0.0125,0.0185
TYW1,Rest,0.0322,0.006,0.1868,False,2,0.045,0.0322,0.0262,NA
TLE4,Stim48hr,0.013,0.006,0.464,False,2,0.0404,0.0069,NA,0.013
EBLN2,Rest,0.0512,0.006,0.117,False,2,0.0604,0.0512,0.0452,NA
RHBDD3,Rest,0.0445,0.006,0.1344,False,2,0.0334,0.0445,0.0386,NA
CEP192,Stim8hr,0.0251,0.006,0.2382,False,3,0.0478,0.0241,0.0251,0.0191
RNF121,Stim8hr,0.043,0.006,0.1391,False,3,0.077,0.0386,0.043,0.037
GDF7,Stim8hr,0.0388,0.006,0.1538,False,3,0.0646,0.0328,0.0388,0.034
SLC35D2,Stim8hr,0.0525,0.0059,0.1131,False,2,0.022,NA,0.0525,0.0466
LIPE,Stim48hr,0.0321,0.0059,0.1847,False,2,0.01,0.0262,NA,0.0321
KIFC1,Rest,0.0342,0.0059,0.1734,False,2,NA,0.0342,0.0282,NA
PPP1R21,Rest,0.0197,0.0059,0.3007,False,2,NA,0.0197,NA,0.0138
PDK1,Rest,0.0392,0.0059,0.1511,False,2,0.0014,0.0392,NA,0.0333
MANEA,Stim8hr,0.0272,0.0059,0.2176,False,3,0.0653,0.0213,0.0272,0.0214
NFXL1,Rest,0.0181,0.0059,0.3265,False,2,NA,0.0181,NA,0.0122
GADD45GIP1,Stim48hr,0.0601,0.0059,0.0981,False,2,0.0218,NA,0.0542,0.0601
MAP7D1,Stim8hr,0.0246,0.0059,0.239,False,2,0.0335,0.0187,0.0246,NA
DGKD,Rest,0.0624,0.0059,0.0942,False,3,0.1166,0.0624,0.0592,0.0565
RPS19BP1,Stim8hr,0.1463,0.0059,0.0402,False,2,0.2466,0.1405,0.1463,NA
LMF2,Rest,0.0248,0.0059,0.2373,False,2,NA,0.0248,0.0189,NA
ACTN1,Stim8hr,0.0462,0.0059,0.127,False,2,0.0773,NA,0.0462,0.0403
PIP4P1,Stim48hr,0.0223,0.0059,0.2628,False,2,0.0012,NA,0.0164,0.0223
ZNF774,Stim8hr,0.0483,0.0059,0.1211,False,2,NA,0.0425,0.0483,NA
DHRS3,Stim8hr,0.0401,0.0059,0.1458,False,2,NA,NA,0.0401,0.0343
AXIN2,Stim8hr,0.1213,0.0058,0.0481,False,3,0.1936,0.1209,0.1213,0.1155
METAP1D,Stim8hr,0.0361,0.0058,0.1613,False,3,0.0708,0.0303,0.0361,0.0357
HERPUD2,Stim48hr,0.0114,0.0058,0.5121,False,2,NA,0.0055,NA,0.0114
PHF23,Rest,0.0704,0.0058,0.0827,False,3,0.1335,0.0704,0.0696,0.0646
IPO9,Rest,0.023,0.0058,0.2526,False,3,0.0469,0.023,0.0209,0.0172
CLIP1,Stim48hr,0.0252,0.0058,0.2298,False,2,NA,NA,0.0194,0.0252
SYNE3,Stim8hr,0.0069,0.0058,0.8403,False,2,NA,0.0011,0.0069,NA
TERT,Rest,0.0184,0.0058,0.3148,False,3,0.0283,0.0184,0.014,0.0126
CZIB,Stim48hr,0.0194,0.0058,0.2981,False,2,0.0294,NA,0.0136,0.0194
ALDOC,Stim8hr,0.0241,0.0058,0.24,False,2,NA,0.0183,0.0241,NA
MIER3,Rest,0.0668,0.0058,0.0865,False,2,NA,0.0668,0.061,NA
CA1,Stim48hr,0.0977,0.0058,0.0591,False,3,0.1746,0.092,0.0965,0.0977
MSH2,Stim8hr,0.0625,0.0058,0.0921,False,2,0.0242,NA,0.0625,0.0568
MAN1C1,Stim48hr,0.0886,0.0057,0.0649,False,2,0.017,0.0828,NA,0.0886
GEMIN4,Stim8hr,0.0961,0.0057,0.0598,False,2,0.2196,NA,0.0961,0.0903
ATG16L1,Stim48hr,0.0169,0.0057,0.3406,False,2,0.0247,NA,0.0111,0.0169
USP9X,Stim48hr,0.0233,0.0057,0.2459,False,3,0.0236,0.0176,0.0181,0.0233
ZNF668,Stim8hr,0.0272,0.0057,0.2109,False,2,0.0265,0.0215,0.0272,NA
S100A2,Rest,0.0914,0.0057,0.0627,False,2,0.0179,0.0914,0.0856,NA
ILVBL,Stim8hr,0.0659,0.0057,0.087,False,3,0.1156,0.0636,0.0659,0.0601
TTC24,Rest,0.0148,0.0057,0.3844,False,2,0.02,0.0148,NA,0.0091
ATP2B4,Stim8hr,0.0396,0.0057,0.1431,False,3,0.0854,0.0341,0.0396,0.034
CLPX,Rest,0.046,0.0057,0.1232,False,2,0.0343,0.046,0.0403,NA
ATP5F1B,Stim8hr,0.0319,0.0057,0.1771,False,2,0.0553,NA,0.0319,0.0263
GPHN,Rest,0.0953,0.0057,0.0593,False,3,0.1621,0.0953,0.0945,0.0897
HSD17B11,Stim48hr,0.0232,0.0056,0.242,False,2,0.0066,0.0176,NA,0.0232
SWT1,Stim8hr,0.0216,0.0056,0.259,False,2,NA,0.016,0.0216,NA
KHDRBS1,Stim8hr,0.0185,0.0056,0.3033,False,2,NA,NA,0.0185,0.0129
PRB4,Stim48hr,0.0134,0.0056,0.4177,False,3,NA,0.0078,0.0112,0.0134
BMPR1A,Stim8hr,0.0922,0.0056,0.0605,False,3,0.1667,0.0887,0.0922,0.0866
NR5A2,Rest,0.0562,0.0056,0.0993,False,2,0.0762,0.0562,0.0506,NA
RELA,Rest,0.027,0.0056,0.2063,False,2,0.0114,0.027,0.0214,NA
UACA,Rest,0.0102,0.0056,0.5456,False,2,NA,0.0102,0.0046,NA
MAST4,Rest,0.0538,0.0056,0.1036,False,3,0.1042,0.0538,0.0525,0.0482
PRDM16,Stim8hr,0.0142,0.0056,0.3913,False,2,NA,NA,0.0142,0.0086
DHRS4L2,Stim48hr,0.0145,0.0055,0.3833,False,2,NA,NA,0.0089,0.0145
SRCAP,Stim48hr,0.018,0.0055,0.3075,False,2,NA,0.0125,NA,0.018
RRP15,Stim48hr,0.1057,0.0055,0.0524,False,2,0.1717,NA,0.1002,0.1057
CSNK2A2,Stim8hr,0.0202,0.0055,0.2746,False,3,0.0311,0.0146,0.0202,0.0156
PPP1R9B,Stim8hr,0.0166,0.0055,0.3331,False,2,NA,0.0111,0.0166,NA
CD36,Stim48hr,0.0441,0.0055,0.125,False,3,0.0941,0.0426,0.0386,0.0441
CDKN2AIP,Stim48hr,0.0207,0.0055,0.2663,False,3,0.0359,0.0171,0.0152,0.0207
TGDS,Stim8hr,0.0293,0.0055,0.1866,False,2,0.0449,NA,0.0293,0.0239
TMEM30A,Stim8hr,0.0456,0.0055,0.1198,False,2,0.024,0.0401,0.0456,NA
DOK1,Stim48hr,0.0548,0.0055,0.0995,False,3,0.1005,0.0493,0.0512,0.0548
DENND4A,Rest,0.0224,0.0054,0.2436,False,2,0.0445,0.0224,NA,0.0169
MEGF8,Rest,0.0148,0.0054,0.3676,False,2,NA,0.0148,NA,0.0094
CD200R1,Rest,0.0094,0.0054,0.5808,False,3,0.0244,0.0094,0.0039,0.007
HCST,Stim8hr,0.0147,0.0054,0.3706,False,2,0.0219,NA,0.0147,0.0092
PRSS3,Stim48hr,0.0072,0.0054,0.7502,False,2,0.0168,0.0018,NA,0.0072
THEM5,Stim48hr,0.0757,0.0054,0.0718,False,2,0.0714,NA,0.0702,0.0757
RPUSD2,Stim8hr,0.0624,0.0054,0.087,False,3,0.1081,0.0569,0.0624,0.0621
VCL,Rest,0.0445,0.0054,0.1217,False,2,0.053,0.0445,0.0391,NA
CSNK1D,Stim48hr,0.015,0.0054,0.3619,False,2,NA,0.0095,NA,0.015
HVCN1,Stim48hr,0.0416,0.0054,0.1298,False,2,0.0403,NA,0.0362,0.0416
TSTD1,Stim48hr,0.0386,0.0054,0.1397,False,2,0.0046,0.0332,NA,0.0386
OTOF,Stim48hr,0.0067,0.0054,0.8062,False,2,0.0275,0.0013,NA,0.0067
TBX22,Stim48hr,0.0444,0.0054,0.1212,False,3,0.0837,0.0418,0.039,0.0444
NOL3,Stim48hr,0.035,0.0054,0.1536,False,3,0.1039,0.0326,0.0296,0.035
MEF2A,Stim8hr,0.0193,0.0054,0.2785,False,2,NA,0.0139,0.0193,NA
NAA16,Stim8hr,0.0695,0.0054,0.0772,False,2,0.0831,NA,0.0695,0.0641
PDE6G,Stim8hr,0.0152,0.0054,0.3521,False,2,0.0249,0.0099,0.0152,NA
RNASEH2C,Stim8hr,0.0574,0.0054,0.0933,False,3,0.1263,0.0521,0.0574,0.0534
MBD3,Stim48hr,0.1713,0.0054,0.0313,False,3,0.2596,0.1668,0.1659,0.1713
CD40LG,Stim48hr,0.021,0.0053,0.2549,False,2,0.0299,NA,0.0156,0.021
MAP3K20,Stim48hr,0.0176,0.0053,0.3028,False,2,NA,NA,0.0123,0.0176
DYNC1LI2,Stim48hr,0.014,0.0053,0.3816,False,2,NA,0.0086,NA,0.014
GCC1,Stim8hr,0.0455,0.0053,0.1172,False,3,0.1082,0.0425,0.0455,0.0402
USP47,Rest,0.0177,0.0053,0.3019,False,2,0.0293,0.0177,0.0123,NA
ACTR1A,Stim8hr,0.0388,0.0053,0.1371,False,3,0.076,0.0335,0.0388,0.035
MATR3,Rest,0.0484,0.0053,0.1099,False,2,0.093,0.0484,NA,0.0431
SCGB2B2,Rest,0.0222,0.0053,0.2387,False,3,0.0423,0.0222,0.0194,0.0169
RHOT2,Stim8hr,0.0288,0.0053,0.1836,False,3,0.0475,0.0235,0.0288,0.0281
LMTK2,Rest,0.0352,0.0053,0.1501,False,3,0.0561,0.0352,0.0299,0.0305
C9orf40,Rest,0.0362,0.0053,0.146,False,3,0.0746,0.0362,0.0316,0.0309
AIM2,Stim8hr,0.0108,0.0053,0.4908,False,2,0.0139,NA,0.0108,0.0055
ARL13A,Rest,0.026,0.0053,0.2023,False,3,0.0471,0.026,0.0216,0.0207
REV3L,Stim8hr,0.0516,0.0052,0.1016,False,3,0.0906,0.0481,0.0516,0.0464
IQCB1,Stim8hr,0.0138,0.0052,0.3801,False,2,0.0085,0.0086,0.0138,NA
CA11,Rest,0.0277,0.0052,0.1894,False,3,0.0589,0.0277,0.0224,0.0249
ALX4,Stim8hr,0.0573,0.0052,0.0914,False,3,0.1035,0.0552,0.0573,0.0521
ZMYM2,Rest,0.0555,0.0052,0.0943,False,2,NA,0.0555,NA,0.0503
SPCS1,Stim8hr,0.027,0.0052,0.1941,False,2,NA,0.0217,0.027,NA
SPAG16,Stim8hr,0.0454,0.0052,0.1153,False,2,0.069,NA,0.0454,0.0401
ITGA4,Stim48hr,0.0174,0.0052,0.3002,False,2,0.0148,0.0122,NA,0.0174
EML2,Stim48hr,0.0384,0.0052,0.1356,False,2,0.0507,NA,0.0332,0.0384
TBX19,Rest,0.0119,0.0052,0.4376,False,2,NA,0.0119,0.0067,NA
IGIP,Stim8hr,0.0195,0.0052,0.2664,False,2,0.027,0.0143,0.0195,NA
ZNF593,Rest,0.0217,0.0052,0.2397,False,2,0.0291,0.0217,NA,0.0165
KIFBP,Stim8hr,0.0159,0.0052,0.3262,False,2,0.0191,0.0107,0.0159,NA
INTS8,Stim8hr,0.0558,0.0052,0.0929,False,2,0.0894,NA,0.0558,0.0506
ACAD11,Stim8hr,0.024,0.0052,0.2157,False,3,0.0393,0.0188,0.024,0.0217
B4GALT4,Stim48hr,0.0574,0.0052,0.0901,False,3,0.1206,0.0522,0.0555,0.0574
CHKA,Stim48hr,0.0127,0.0052,0.4084,False,2,NA,NA,0.0075,0.0127
GOLIM4,Stim8hr,0.0097,0.0052,0.5352,False,2,0.0076,0.0045,0.0097,NA
FOXJ2,Rest,0.0104,0.0052,0.4968,False,2,0.0202,0.0104,NA,0.0052
FGFBP3,Rest,0.0204,0.0052,0.2522,False,3,0.0359,0.0204,0.0153,0.016
ZNF687,Stim8hr,0.1634,0.0051,0.0315,False,3,0.2516,0.1582,0.1634,0.1605
HSPA1L,Rest,0.0245,0.0051,0.21,False,3,0.0455,0.0245,0.0194,0.0202
IPCEF1,Stim8hr,0.0162,0.0051,0.3178,False,2,0.0158,NA,0.0162,0.011
ZNF114,Stim8hr,0.0132,0.0051,0.3888,False,3,0.0072,0.0081,0.0132,0.0083
SAMD9L,Rest,0.128,0.0051,0.04,False,3,0.201,0.128,0.1229,0.1266
FOXJ3,Stim8hr,0.0375,0.0051,0.1364,False,2,0.0537,0.0324,0.0375,NA
ATG4C,Stim8hr,0.0173,0.0051,0.2947,False,2,0.0212,0.0122,0.0173,NA
H3C4,Stim8hr,0.0274,0.0051,0.1857,False,2,0.0387,0.0223,0.0274,NA
ZDHHC15,Rest,0.0216,0.0051,0.2354,False,3,0.0453,0.0216,0.0165,0.0202
DRGX,Rest,0.089,0.0051,0.057,False,3,0.1582,0.089,0.0839,0.0851
RABEPK,Stim48hr,0.017,0.0051,0.2978,False,2,NA,NA,0.012,0.017
AUNIP,Rest,0.0165,0.0051,0.3081,False,2,NA,0.0165,NA,0.0114
FAM107B,Stim48hr,0.0236,0.0051,0.2147,False,2,NA,NA,0.0185,0.0236
PVRIG,Rest,0.0342,0.0051,0.1483,False,2,0.0518,0.0342,0.0291,NA
ZNF277,Rest,0.0218,0.0051,0.2322,False,2,0.0428,0.0218,0.0167,NA
C17orf107,Stim48hr,0.014,0.0051,0.3625,False,2,0.0235,0.0089,NA,0.014
MYL12A,Stim8hr,0.0121,0.0051,0.4195,False,2,NA,NA,0.0121,0.007
ASPM,Stim48hr,0.0669,0.0051,0.0757,False,3,0.1234,0.0618,0.0654,0.0669
ARPC1B,Rest,0.014,0.0051,0.3605,False,2,0.0143,0.014,0.009,NA
ADCK2,Stim8hr,0.0695,0.005,0.0726,False,3,0.1328,0.0645,0.0695,0.0651
TRAF3IP2,Rest,0.0517,0.005,0.0976,False,3,0.1027,0.0517,0.0494,0.0466
UBE2J2,Stim48hr,0.0098,0.005,0.5129,False,2,NA,NA,0.0048,0.0098
TNF,Stim8hr,0.0263,0.005,0.1907,False,2,0.0235,0.0213,0.0263,NA
B4GAT1,Rest,0.0702,0.005,0.0714,False,3,0.1314,0.0702,0.0678,0.0652
USP6NL,Stim48hr,0.017,0.005,0.2941,False,2,0.0499,NA,0.012,0.017
CREBL2,Stim8hr,0.0391,0.005,0.1279,False,3,0.071,0.0341,0.0391,0.0376
IGSF8,Stim48hr,0.0486,0.005,0.1028,False,2,0.0135,NA,0.0436,0.0486
CNKSR3,Rest,0.0205,0.005,0.244,False,2,NA,0.0205,NA,0.0155
LEMD3,Stim8hr,0.02,0.005,0.2492,False,2,0.0176,0.015,0.02,NA
CUL3,Stim48hr,0.0525,0.005,0.0951,False,3,0.0944,0.052,0.0475,0.0525
PRDM13,Rest,0.0323,0.005,0.1544,False,2,0.0298,0.0323,0.0273,NA
PCGF2,Stim48hr,0.0564,0.005,0.0883,False,3,0.0955,0.0514,0.0559,0.0564
ANKRD39,Stim48hr,0.0391,0.005,0.1273,False,2,NA,NA,0.0341,0.0391
