target,best_state,best_Rdep,cs_spread,cs_rel_drop,cs_flag,n_slices_ident,Rdep_overall,Rdep_Rest,Rdep_Stim8hr,Rdep_Stim48hr
ABCD2,Stim8hr,0.0663,0.0085,0.1276,False,2,0.1125,NA,0.0663,0.0578
FBXO4,Stim8hr,0.0153,0.0085,0.5515,False,3,0.0192,0.0069,0.0153,0.014
GALE,Rest,0.0301,0.0084,0.281,False,3,0.0423,0.0301,0.0224,0.0216
JMJD1C,Rest,0.0396,0.0084,0.2132,False,3,0.0627,0.0396,0.0312,0.0317
AMOT,Rest,0.0765,0.0084,0.11,False,2,0.0409,0.0765,0.0681,NA
TM9SF2,Rest,0.0245,0.0084,0.3437,False,2,NA,0.0245,NA,0.0161
H2BC13,Stim8hr,0.0389,0.0084,0.2161,False,3,0.0765,0.0305,0.0389,0.0369
DUSP19,Stim48hr,0.0935,0.0084,0.0898,False,3,0.1576,0.0851,0.0861,0.0935
COX14,Stim48hr,0.0231,0.0084,0.3643,False,3,0.0421,0.0184,0.0147,0.0231
NDUFB4,Stim8hr,0.0165,0.0084,0.5092,False,2,NA,NA,0.0165,0.0081
GK,Stim8hr,0.0125,0.0084,0.6721,False,2,NA,NA,0.0125,0.0041
ING2,Rest,0.0165,0.0084,0.5076,False,3,0.0217,0.0165,0.0109,0.0081
TEX56P,Stim8hr,0.03,0.0084,0.279,False,2,0.0345,0.0217,0.03,NA
SLC25A39,Stim8hr,0.0325,0.0084,0.2573,False,2,NA,NA,0.0325,0.0242
SPI1,Stim8hr,0.0393,0.0084,0.2133,False,2,0.0188,NA,0.0393,0.0309
TCF19,Stim48hr,0.0428,0.0084,0.1957,False,2,NA,NA,0.0344,0.0428
NEDD4L,Stim8hr,0.0192,0.0084,0.4361,False,2,NA,0.0108,0.0192,NA
ZNF704,Rest,0.0519,0.0084,0.1614,False,2,0.0482,0.0519,NA,0.0435
ZBP1,Rest,0.018,0.0084,0.4638,False,2,0.0156,0.018,NA,0.0097
ZSWIM7,Stim48hr,0.0777,0.0084,0.1076,False,3,0.1331,0.0749,0.0694,0.0777
BAG4,Rest,0.0163,0.0084,0.5139,False,2,0.0082,0.0163,0.0079,NA
TMEM94,Stim8hr,0.0304,0.0083,0.2742,False,3,0.0408,0.0273,0.0304,0.0221
IDH3B,Stim48hr,0.0375,0.0083,0.2226,False,2,0.0545,NA,0.0291,0.0375
PDHX,Stim48hr,0.0303,0.0083,0.2753,False,2,0.0409,NA,0.0219,0.0303
IFIT2,Stim48hr,0.0086,0.0083,0.9693,False,2,0.0104,0.0003,NA,0.0086
SULT1A3,Rest,0.0155,0.0083,0.5357,False,2,0.0015,0.0155,NA,0.0072
ZNF790,Rest,0.0212,0.0083,0.3907,False,2,0.0232,0.0212,NA,0.0129
GLRX,Stim48hr,0.0764,0.0083,0.1086,False,3,0.1376,0.0681,0.0762,0.0764
DPYD,Rest,0.0711,0.0083,0.1166,False,3,0.1201,0.0711,0.07,0.0628
PAQR4,Rest,0.0121,0.0083,0.6878,False,2,NA,0.0121,NA,0.0038
NCALD,Rest,0.0199,0.0083,0.4169,False,2,0.019,0.0199,NA,0.0116
ZFYVE16,Stim8hr,0.0232,0.0083,0.3573,False,3,0.0464,0.0149,0.0232,0.0157
GOT1,Rest,0.0219,0.0083,0.3777,False,2,0.0154,0.0219,0.0137,NA
STIP1,Stim8hr,0.0648,0.0083,0.1278,False,2,0.0448,NA,0.0648,0.0565
TMEM120A,Stim8hr,0.0401,0.0083,0.2066,False,2,0.0561,NA,0.0401,0.0318
MKRN2,Stim48hr,0.0244,0.0083,0.3391,False,2,NA,NA,0.0161,0.0244
CFAP44,Stim8hr,0.058,0.0083,0.1424,False,3,0.1084,0.0525,0.058,0.0498
CACNA1A,Rest,0.0503,0.0083,0.1644,False,3,0.0932,0.0503,0.0421,0.042
VAMP3,Rest,0.0277,0.0082,0.2978,False,3,0.0534,0.0277,0.0194,0.0243
VIM,Rest,0.0478,0.0082,0.1723,False,3,0.0886,0.0478,0.0396,0.0421
CFAP96,Stim48hr,0.0369,0.0082,0.223,False,2,0.0256,0.0287,NA,0.0369
DHX35,Rest,0.0431,0.0082,0.1909,False,3,0.0773,0.0431,0.035,0.0349
PKD1,Rest,0.0425,0.0082,0.1937,False,3,0.0803,0.0425,0.0342,0.0384
ANKRD36,Rest,0.0462,0.0082,0.1779,False,3,0.0883,0.0462,0.0389,0.038
CST3,Rest,0.0185,0.0082,0.4439,False,2,NA,0.0185,0.0103,NA
NPAT,Stim8hr,0.0716,0.0082,0.1146,False,3,0.1535,0.0639,0.0716,0.0634
TMEM147,Stim8hr,0.0159,0.0082,0.5154,False,2,NA,0.0077,0.0159,NA
IPO5,Stim8hr,0.0381,0.0082,0.2153,False,2,0.0828,0.0299,0.0381,NA
SPRED2,Rest,0.0374,0.0082,0.2194,False,2,0.0445,0.0374,0.0292,NA
NMNAT3,Stim8hr,0.0179,0.0082,0.4584,False,2,0.0206,NA,0.0179,0.0097
GLCCI1,Stim48hr,0.0318,0.0082,0.2576,False,3,0.0724,0.0236,0.0249,0.0318
ATP6AP2,Rest,0.0315,0.0082,0.2601,False,2,0.0692,0.0315,0.0233,NA
CSTB,Stim8hr,0.0229,0.0082,0.3576,False,3,0.0401,0.0147,0.0229,0.0153
PHPT1,Stim8hr,0.0245,0.0082,0.3333,False,3,0.0547,0.0202,0.0245,0.0164
ZNF654,Stim8hr,0.0243,0.0082,0.3366,False,2,0.033,NA,0.0243,0.0161
FAM50B,Stim8hr,0.0639,0.0082,0.1275,False,3,0.1227,0.06,0.0639,0.0558
DDA1,Stim8hr,0.0917,0.0082,0.0889,False,3,0.1607,0.0906,0.0917,0.0835
DNAH1,Rest,0.0658,0.0082,0.124,False,3,0.1231,0.0658,0.0641,0.0576
EIF1AY,Stim8hr,0.0253,0.0081,0.3227,False,2,NA,NA,0.0253,0.0171
CTSB,Rest,0.0506,0.0081,0.1609,False,2,0.0608,0.0506,NA,0.0425
BAG5,Rest,0.0157,0.0081,0.5167,False,3,NA,0.0157,0.0076,0.0086
DPP8,Rest,0.038,0.0081,0.2138,False,3,0.0617,0.038,0.0323,0.0299
H4C12,Rest,0.0604,0.0081,0.1345,False,3,0.111,0.0604,0.0523,0.0594
ABHD17B,Rest,0.0407,0.0081,0.1993,False,2,0.0142,0.0407,0.0326,NA
C19orf38,Stim48hr,0.0294,0.0081,0.2748,False,3,0.0622,0.0213,0.0263,0.0294
TGM1,Rest,0.1057,0.0081,0.0764,False,3,0.1876,0.1057,0.0992,0.0977
PRDM5,Stim8hr,0.0747,0.0081,0.1081,False,3,0.1316,0.0666,0.0747,0.068
CA7,Stim8hr,0.0296,0.0081,0.2723,False,3,0.0551,0.0216,0.0296,0.0249
TP73,Stim8hr,0.0394,0.0081,0.2046,False,2,0.0517,NA,0.0394,0.0314
RPL29,Stim8hr,0.0758,0.0081,0.1063,False,2,0.1103,0.0678,0.0758,NA
CD37,Stim48hr,0.0182,0.0081,0.4439,False,2,NA,NA,0.0101,0.0182
DPCD,Rest,0.0213,0.0081,0.3778,False,2,NA,0.0213,NA,0.0133
AKAP11,Stim48hr,0.0432,0.008,0.1865,False,2,0.087,NA,0.0351,0.0432
MTRFR,Stim48hr,0.0151,0.008,0.5317,False,2,0.0176,NA,0.0071,0.0151
AMIGO2,Rest,0.0557,0.008,0.1444,False,2,0.089,0.0557,NA,0.0476
SUPT4H1,Rest,0.0705,0.008,0.114,False,3,0.1193,0.0705,0.0625,0.063
DNMT3B,Stim48hr,0.0141,0.008,0.5709,False,2,0.0164,0.006,NA,0.0141
HLA-DPA1,Rest,0.0732,0.008,0.1096,False,3,0.1335,0.0732,0.07,0.0652
LYPLAL1,Stim48hr,0.0453,0.008,0.1772,False,3,0.0738,0.0404,0.0373,0.0453
RNF169,Stim8hr,0.0302,0.008,0.2658,False,3,0.0571,0.0241,0.0302,0.0222
PSMB10,Stim8hr,0.0443,0.008,0.1809,False,2,0.0564,0.0363,0.0443,NA
KAT6B,Stim48hr,0.0433,0.008,0.1847,False,2,NA,0.0353,NA,0.0433
KTI12,Stim48hr,0.0406,0.008,0.1969,False,3,0.0749,0.0326,0.0391,0.0406
SPARCL1,Rest,0.0137,0.008,0.5837,False,2,0.0033,0.0137,0.0057,NA
BOLA2B,Stim48hr,0.0211,0.008,0.3784,False,2,0.005,NA,0.0131,0.0211
PLEKHO2,Stim8hr,0.032,0.008,0.2495,False,2,0.0462,NA,0.032,0.024
BLOC1S4,Stim8hr,0.0417,0.008,0.1913,False,2,0.0911,0.0337,0.0417,NA
TMLHE,Stim48hr,0.0339,0.008,0.2347,False,2,0.0192,0.0259,NA,0.0339
CBX7,Rest,0.0621,0.0079,0.1279,False,3,0.133,0.0621,0.0572,0.0541
DMBX1,Stim8hr,0.0092,0.0079,0.867,False,2,0.0349,0.0012,0.0092,NA
PRKCD,Rest,0.0805,0.0079,0.0986,False,3,0.1492,0.0805,0.0804,0.0726
IPO8,Rest,0.0256,0.0079,0.3094,False,2,0.0246,0.0256,0.0177,NA
RAB28,Rest,0.0635,0.0079,0.1245,False,3,0.1217,0.0635,0.062,0.0556
FCRL1,Stim8hr,0.0291,0.0079,0.2715,False,2,0.0187,NA,0.0291,0.0212
ANKLE2,Stim8hr,0.0707,0.0079,0.1116,False,2,0.1255,NA,0.0707,0.0628
CSF1,Stim8hr,0.0164,0.0079,0.4815,False,2,NA,NA,0.0164,0.0085
HSD17B10,Rest,0.0543,0.0079,0.145,False,3,0.0818,0.0543,0.0523,0.0464
SLC50A1,Rest,0.0648,0.0078,0.121,False,3,0.1207,0.0648,0.0609,0.057
SORD,Rest,0.0224,0.0078,0.3503,False,2,NA,0.0224,NA,0.0145
SHOX,Stim8hr,0.0137,0.0078,0.5697,False,2,NA,0.0059,0.0137,NA
FAH,Stim8hr,0.0515,0.0078,0.1518,False,2,0.0329,NA,0.0515,0.0437
RCOR1,Stim48hr,0.1836,0.0078,0.0426,False,3,0.2735,0.1776,0.1757,0.1836
TNFAIP8L2,Stim8hr,0.0861,0.0078,0.0908,False,3,0.1457,0.0783,0.0861,0.0786
DIS3L,Stim8hr,0.015,0.0078,0.5216,False,2,0.0018,NA,0.015,0.0072
MRPS16,Stim48hr,0.0723,0.0078,0.108,False,3,0.1036,0.0709,0.0645,0.0723
ERMP1,Stim48hr,0.0331,0.0078,0.2356,False,3,0.0491,0.0253,0.0267,0.0331
CHD2,Stim8hr,0.0202,0.0078,0.3866,False,3,0.0302,0.0124,0.0202,0.0168
RB1CC1,Stim8hr,0.0321,0.0078,0.2434,False,2,0.0526,0.0243,0.0321,NA
ZNF784,Stim48hr,0.0679,0.0078,0.115,False,2,NA,NA,0.0601,0.0679
ADGRE1,Rest,0.0491,0.0078,0.1589,False,3,0.0894,0.0491,0.045,0.0413
FANCC,Stim48hr,0.016,0.0078,0.4877,False,2,0.003,0.0082,NA,0.016
NDUFAF1,Rest,0.0152,0.0078,0.5127,False,2,NA,0.0152,0.0074,NA
MTMR9,Stim48hr,0.0289,0.0078,0.2697,False,2,0.0396,NA,0.0211,0.0289
C1S,Stim48hr,0.038,0.0078,0.2049,False,2,0.071,NA,0.0302,0.038
RPS26,Stim48hr,0.0455,0.0078,0.1712,False,2,0.0798,0.0377,NA,0.0455
DMTN,Stim48hr,0.0552,0.0078,0.1411,False,3,0.1052,0.0482,0.0474,0.0552
CDYL,Stim48hr,0.0331,0.0078,0.2354,False,2,0.0248,NA,0.0253,0.0331
NKX6-2,Stim48hr,0.0201,0.0078,0.3862,False,2,NA,NA,0.0124,0.0201
TRAPPC3,Stim8hr,0.0445,0.0078,0.1745,False,3,0.089,0.0388,0.0445,0.0368
BEND3,Rest,0.0146,0.0078,0.5305,False,2,0.0154,0.0146,NA,0.0069
MDC1,Rest,0.0172,0.0078,0.4518,False,2,0.0103,0.0172,0.0094,NA
TLK2,Stim8hr,0.0349,0.0078,0.2224,False,3,0.048,0.0271,0.0349,0.0342
ASTE1,Rest,0.0456,0.0077,0.1696,False,2,0.0151,0.0456,0.0379,NA
SEC22C,Stim48hr,0.0144,0.0077,0.5373,False,3,NA,0.0067,0.0107,0.0144
CDK4,Stim8hr,0.0121,0.0077,0.6357,False,2,0.0192,0.0044,0.0121,NA
CGGBP1,Rest,0.024,0.0077,0.3217,False,2,0.0643,0.024,0.0163,NA
MAML3,Stim48hr,0.0783,0.0077,0.0984,False,3,0.143,0.0706,0.0765,0.0783
MUC5AC,Stim8hr,0.0192,0.0077,0.402,False,2,0.0148,NA,0.0192,0.0115
MESP1,Stim48hr,0.0194,0.0077,0.3977,False,2,0.0068,0.0117,NA,0.0194
RBKS,Stim48hr,0.0338,0.0077,0.2279,False,3,0.0582,0.0265,0.0261,0.0338
EMX2,Stim8hr,0.0156,0.0077,0.4951,False,2,0.008,NA,0.0156,0.0079
SLC29A1,Stim48hr,0.0533,0.0077,0.1445,False,2,0.0308,NA,0.0456,0.0533
KCMF1,Stim8hr,0.0109,0.0077,0.7056,False,2,NA,0.0032,0.0109,NA
ADGRV1,Rest,0.1315,0.0077,0.0585,False,3,0.2143,0.1315,0.1244,0.1238
CEACAM4,Stim8hr,0.0262,0.0077,0.2933,False,2,NA,NA,0.0262,0.0185
STT3A,Stim8hr,0.012,0.0077,0.6419,False,2,0.01,NA,0.012,0.0043
XIRP1,Stim8hr,0.0124,0.0077,0.6163,False,2,NA,0.0048,0.0124,NA
SKP2,Rest,0.0224,0.0077,0.3422,False,3,0.05,0.0224,0.0147,0.0213
PLAAT4,Rest,0.0228,0.0077,0.3364,False,3,0.0439,0.0228,0.0196,0.0151
GSR,Stim48hr,0.094,0.0076,0.0813,False,2,0.1514,NA,0.0864,0.094
VOPP1,Stim8hr,0.0202,0.0076,0.3774,False,2,0.0343,0.0126,0.0202,NA
MARS2,Stim48hr,0.0388,0.0076,0.1971,False,2,NA,0.0311,NA,0.0388
SETD1B,Rest,0.0547,0.0076,0.1393,False,3,0.1057,0.0547,0.0471,0.0508
NUP37,Stim48hr,0.0174,0.0076,0.4378,False,2,0.023,0.0098,NA,0.0174
MAPK1IP1L,Stim48hr,0.015,0.0076,0.5058,False,2,0.0237,NA,0.0074,0.015
NSDHL,Stim8hr,0.0212,0.0076,0.3586,False,2,0.0249,NA,0.0212,0.0136
CACHD1,Stim8hr,0.0232,0.0076,0.3265,False,3,0.0351,0.0232,0.0232,0.0156
PCSK6,Rest,0.0377,0.0076,0.2006,False,3,0.0681,0.0377,0.0302,0.0311
NDUFB2,Stim48hr,0.0159,0.0076,0.4753,False,2,NA,NA,0.0084,0.0159
CELF1,Rest,0.0581,0.0076,0.1301,False,3,0.107,0.0581,0.0522,0.0506
ZNF609,Stim48hr,0.0931,0.0076,0.0813,False,2,0.0287,0.0855,NA,0.0931
S100A6,Stim48hr,0.0315,0.0075,0.2395,False,3,0.0628,0.024,0.0266,0.0315
TRIM34,Stim8hr,0.0734,0.0075,0.1027,False,3,0.1307,0.0706,0.0734,0.0659
GIMAP2,Stim48hr,0.0222,0.0075,0.3394,False,2,NA,NA,0.0147,0.0222
HMX1,Rest,0.0288,0.0075,0.2621,False,2,0.0367,0.0288,NA,0.0212
ICAM3,Rest,0.0665,0.0075,0.1132,False,3,0.1208,0.0665,0.0597,0.059
CADM1,Rest,0.0149,0.0075,0.5058,False,2,NA,0.0149,NA,0.0073
MEA1,Rest,0.0232,0.0075,0.3241,False,2,0.0387,0.0232,0.0157,NA
YIPF3,Stim48hr,0.021,0.0075,0.3578,False,2,0.0173,0.0135,NA,0.021
LILRA1,Rest,0.0212,0.0075,0.3543,False,2,0.0124,0.0212,NA,0.0137
GLUL,Rest,0.0174,0.0075,0.4302,False,2,NA,0.0174,NA,0.0099
C19orf73,Stim8hr,0.0111,0.0075,0.6732,False,2,0.0072,0.0036,0.0111,NA
APLF,Rest,0.0244,0.0075,0.3064,False,2,NA,0.0244,NA,0.0169
ANAPC7,Stim48hr,0.028,0.0075,0.267,False,2,0.0359,NA,0.0205,0.028
STAU2,Rest,0.0104,0.0075,0.7213,False,2,0.0018,0.0104,0.0029,NA
CDKL2,Rest,0.0412,0.0075,0.181,False,3,0.0915,0.0412,0.0389,0.0338
KCNK6,Rest,0.0289,0.0075,0.2582,False,2,0.0242,0.0289,NA,0.0214
SCARF1,Stim48hr,0.0091,0.0075,0.8223,False,2,0.0164,NA,0.0016,0.0091
HJURP,Rest,0.0412,0.0075,0.1809,False,2,0.0794,0.0412,0.0338,NA
FOXE1,Rest,0.0563,0.0075,0.1324,False,3,0.1101,0.0563,0.0488,0.0512
LOXL1,Stim8hr,0.019,0.0075,0.393,False,3,0.0169,0.0115,0.019,0.0157
ZNF623,Rest,0.0274,0.0074,0.2718,False,3,0.0468,0.0274,0.02,0.0203
HMGXB3,Stim48hr,0.0599,0.0074,0.1244,False,3,0.1292,0.0524,0.0526,0.0599
FEM1C,Rest,0.0232,0.0074,0.3211,False,3,0.0415,0.0232,0.021,0.0157
PRR5L,Stim48hr,0.016,0.0074,0.4662,False,2,0.0167,NA,0.0085,0.016
NOL4L,Stim8hr,0.0215,0.0074,0.3456,False,2,0.0205,0.0141,0.0215,NA
ZCCHC12,Stim48hr,0.0628,0.0074,0.1186,False,2,0.0537,NA,0.0553,0.0628
TIMMDC1,Stim48hr,0.0277,0.0074,0.2686,False,3,0.0436,0.0202,0.0269,0.0277
ZNF583,Stim8hr,0.0737,0.0074,0.1008,False,2,NA,0.0663,0.0737,NA
CLDN7,Stim8hr,0.019,0.0074,0.3913,False,2,NA,NA,0.019,0.0116
XPO4,Stim8hr,0.0115,0.0074,0.6437,False,2,NA,0.0041,0.0115,NA
H2BC21,Rest,0.0098,0.0074,0.7545,False,2,NA,0.0098,0.0024,NA
UNC5CL,Stim8hr,0.0151,0.0074,0.4909,False,2,NA,0.0077,0.0151,NA
TBC1D17,Stim8hr,0.0207,0.0074,0.3578,False,3,0.0364,0.0133,0.0207,0.0179
METAP1,Stim48hr,0.0593,0.0074,0.125,False,2,0.0497,NA,0.0519,0.0593
ANLN,Stim8hr,0.0248,0.0074,0.2985,False,2,0.0478,NA,0.0248,0.0174
NKX3-2,Stim48hr,0.0351,0.0074,0.2102,False,2,0.0557,NA,0.0278,0.0351
TRMU,Stim8hr,0.0444,0.0074,0.1664,False,3,0.0822,0.043,0.0444,0.037
GSDMA,Stim8hr,0.0082,0.0074,0.8965,False,2,NA,NA,0.0082,0.0009
EHMT1,Stim48hr,0.1087,0.0074,0.0679,False,3,0.1782,0.106,0.1014,0.1087
GPR15,Rest,0.0915,0.0074,0.0806,False,3,0.1556,0.0915,0.0841,0.0878
WIPI1,Stim8hr,0.0481,0.0074,0.1531,False,3,0.087,0.0477,0.0481,0.0408
CEP20,Rest,0.0394,0.0074,0.187,False,2,NA,0.0394,NA,0.032
MRPL9,Rest,0.06,0.0073,0.1224,False,3,0.1012,0.06,0.0532,0.0527
P2RX1,Rest,0.0266,0.0073,0.2758,False,2,0.0202,0.0266,NA,0.0193
PIGW,Rest,0.0355,0.0073,0.2065,False,2,0.0295,0.0355,0.0282,NA
C1orf198,Rest,0.0506,0.0073,0.1449,False,3,0.1012,0.0506,0.0433,0.0481
ARK2N,Rest,0.0441,0.0073,0.1665,False,2,0.0476,0.0441,0.0367,NA
THUMPD3,Stim48hr,0.0738,0.0073,0.0992,False,3,0.1306,0.068,0.0665,0.0738
ZNF398,Rest,0.0222,0.0073,0.329,False,2,0.0156,0.0222,0.0149,NA
RTN3,Stim48hr,0.0189,0.0073,0.3862,False,2,0.0139,0.0116,NA,0.0189
TEPSIN,Stim8hr,0.0474,0.0073,0.1543,False,2,0.0644,NA,0.0474,0.0401
ZNF620,Stim8hr,0.0969,0.0073,0.0754,False,3,0.1649,0.0896,0.0969,0.0965
GALNT2,Rest,0.0193,0.0073,0.378,False,2,0.0094,0.0193,0.012,NA
KLHL32,Stim8hr,0.0126,0.0073,0.5812,False,3,0.0155,0.0083,0.0126,0.0053
ARL4D,Stim48hr,0.0417,0.0073,0.1751,False,2,NA,0.0344,NA,0.0417
LMBR1,Stim48hr,0.0254,0.0073,0.2874,False,2,NA,0.0181,NA,0.0254
YBX2,Stim8hr,0.0185,0.0073,0.3932,False,2,0.0278,NA,0.0185,0.0112
MFF,Stim8hr,0.0799,0.0073,0.0909,False,3,0.1301,0.0798,0.0799,0.0727
CETN3,Rest,0.0439,0.0073,0.1654,False,2,NA,0.0439,NA,0.0366
ITPK1,Stim8hr,0.0339,0.0073,0.214,False,2,0.0038,NA,0.0339,0.0267
KIF16B,Stim8hr,0.0216,0.0073,0.3354,False,2,NA,NA,0.0216,0.0144
RNF32,Stim48hr,0.0273,0.0073,0.2655,False,2,0.012,0.0201,NA,0.0273
THAP3,Rest,0.0402,0.0072,0.1803,False,3,0.0747,0.0402,0.0396,0.0329
RNF139,Stim8hr,0.0121,0.0072,0.5985,False,2,NA,NA,0.0121,0.0049
CPLANE2,Stim48hr,0.042,0.0072,0.1724,False,2,0.0857,NA,0.0348,0.042
SLC39A8,Rest,0.0135,0.0072,0.5345,False,2,NA,0.0135,0.0063,NA
SNX3,Stim8hr,0.0665,0.0072,0.1088,False,2,0.04,NA,0.0665,0.0593
F11R,Stim48hr,0.0152,0.0072,0.4762,False,2,0.0305,0.0079,NA,0.0152
THAP2,Rest,0.032,0.0072,0.2254,False,3,0.0621,0.032,0.0248,0.0282
ZNF251,Stim8hr,0.065,0.0072,0.1109,False,3,0.1291,0.0578,0.065,0.063
RAD18,Stim48hr,0.0225,0.0072,0.3203,False,2,0.0261,0.0153,NA,0.0225
GSTM1,Rest,0.0177,0.0072,0.4051,False,2,0.0286,0.0177,0.0105,NA
RGS6,Stim48hr,0.0126,0.0072,0.5684,False,2,0.0273,NA,0.0055,0.0126
PRPF40B,Stim8hr,0.0452,0.0072,0.1581,False,3,0.0939,0.0447,0.0452,0.0381
COPS7A,Stim8hr,0.1181,0.0071,0.0605,False,3,0.2042,0.1178,0.1181,0.1109
FAM200B,Rest,0.0266,0.0071,0.2689,False,3,0.047,0.0266,0.0194,0.0196
NBPF20,Stim8hr,0.064,0.0071,0.1116,False,2,NA,0.0569,0.064,NA
SLC11A2,Rest,0.0375,0.0071,0.1906,False,2,0.0145,0.0375,NA,0.0303
MAP2K6,Stim8hr,0.0254,0.0071,0.2811,False,2,0.0218,NA,0.0254,0.0183
WNT10A,Stim48hr,0.0372,0.0071,0.1916,False,3,0.0689,0.0301,0.035,0.0372
MRPL27,Stim48hr,0.0163,0.0071,0.4365,False,2,0.0204,NA,0.0092,0.0163
PITX3,Rest,0.0713,0.0071,0.0996,False,3,0.1303,0.0713,0.0642,0.0664
DUSP6,Rest,0.0172,0.0071,0.4131,False,2,0.018,0.0172,NA,0.0101
MBTD1,Rest,0.0242,0.0071,0.2932,False,2,0.014,0.0242,NA,0.0171
VAMP7,Stim8hr,0.0633,0.0071,0.1119,False,3,0.1253,0.0562,0.0633,0.0593
BTN2A2,Rest,0.0151,0.0071,0.4673,False,2,0.0247,0.0151,NA,0.0081
CCNT1,Stim48hr,0.045,0.0071,0.1571,False,2,0.0715,NA,0.038,0.045
P2RY8,Stim48hr,0.0426,0.0071,0.1662,False,3,0.0827,0.0416,0.0355,0.0426
SNX24,Rest,0.0664,0.0071,0.1065,False,2,0.0726,0.0664,NA,0.0593
TMEM41B,Rest,0.0137,0.007,0.5145,False,3,0.017,0.0137,0.0067,0.0127
MPLKIP,Rest,0.0832,0.007,0.0847,False,3,0.1575,0.0832,0.0809,0.0761
C11orf96,Rest,0.0242,0.007,0.2917,False,3,0.0408,0.0242,0.0171,0.0219
DYNLT1,Stim48hr,0.0114,0.007,0.6161,False,2,NA,NA,0.0044,0.0114
CSRP1,Stim8hr,0.026,0.007,0.2713,False,3,0.064,0.0189,0.026,0.026
SLC39A13,Stim48hr,0.031,0.007,0.2274,False,2,0.042,0.0239,NA,0.031
PDLIM2,Rest,0.0205,0.007,0.3436,False,2,NA,0.0205,0.0135,NA
HCLS1,Rest,0.0346,0.007,0.2038,False,2,0.0148,0.0346,0.0275,NA
GAD1,Stim48hr,0.0754,0.007,0.0933,False,2,0.1013,0.0684,NA,0.0754
SDHD,Stim48hr,0.0187,0.007,0.3761,False,3,0.0273,0.0125,0.0117,0.0187
FDXACB1,Stim48hr,0.0635,0.007,0.1104,False,3,0.1115,0.0588,0.0565,0.0635
CEP89,Stim8hr,0.0309,0.007,0.2273,False,3,0.0465,0.0238,0.0309,0.0264
CEMIP2,Rest,0.0484,0.007,0.1449,False,3,0.0867,0.0484,0.0429,0.0414
FBRS,Stim48hr,0.0187,0.007,0.3746,False,2,NA,NA,0.0117,0.0187
FSIP1,Stim8hr,0.0122,0.007,0.5717,False,2,NA,0.0052,0.0122,NA
SESN2,Stim8hr,0.0694,0.007,0.1008,False,3,0.1358,0.0686,0.0694,0.0624
RNF157,Stim48hr,0.0276,0.007,0.2532,False,2,0.0222,0.0206,NA,0.0276
ZHX3,Stim8hr,0.0376,0.007,0.1858,False,3,0.0571,0.0308,0.0376,0.0306
C1QTNF3,Rest,0.1071,0.007,0.0651,False,3,0.1916,0.1071,0.1055,0.1001
SERPINA1,Stim48hr,0.0302,0.007,0.2311,False,2,0.0547,NA,0.0232,0.0302
RBM43,Rest,0.0418,0.007,0.1669,False,3,0.0929,0.0418,0.0348,0.0354
SLC10A1,Stim8hr,0.0124,0.007,0.5596,False,2,NA,0.0055,0.0124,NA
P4HA2,Stim48hr,0.0111,0.007,0.6273,False,2,NA,NA,0.0041,0.0111
IRX3,Stim48hr,0.0375,0.0069,0.1853,False,3,0.0778,0.0353,0.0306,0.0375
CCDC138,Stim8hr,0.0148,0.0069,0.4692,False,2,NA,0.0079,0.0148,NA
SMARCD1,Rest,0.038,0.0069,0.1825,False,3,0.0797,0.038,0.0311,0.0333
ANO9,Rest,0.0087,0.0069,0.7971,False,2,NA,0.0087,NA,0.0018
MRPL55,Stim8hr,0.0434,0.0069,0.1597,False,2,0.0913,0.0365,0.0434,NA
TM7SF3,Rest,0.0572,0.0069,0.1213,False,2,0.0739,0.0572,0.0502,NA
TCF4,Stim48hr,0.0184,0.0069,0.3765,False,3,0.024,0.0175,0.0115,0.0184
ALPK1,Rest,0.0242,0.0069,0.2859,False,2,NA,0.0242,NA,0.0173
FLII,Rest,0.0291,0.0069,0.238,False,3,0.0513,0.0291,0.0231,0.0222
PCMTD1,Stim8hr,0.0689,0.0069,0.1004,False,3,0.1276,0.0666,0.0689,0.062
CD80,Stim8hr,0.0362,0.0069,0.1907,False,2,0.0329,0.0293,0.0362,NA
TMEM187,Stim48hr,0.0414,0.0069,0.1668,False,2,0.0072,0.0345,NA,0.0414
SLC35A5,Stim8hr,0.0245,0.0069,0.2818,False,2,0.0183,0.0176,0.0245,NA
ZDHHC16,Stim48hr,0.0308,0.0069,0.2243,False,2,0.0324,NA,0.0239,0.0308
NSMAF,Stim8hr,0.0296,0.0069,0.2326,False,2,0.003,0.0228,0.0296,NA
DDX42,Stim8hr,0.0664,0.0069,0.1038,False,3,0.1574,0.0663,0.0664,0.0595
IRX1,Stim48hr,0.0131,0.0069,0.5242,False,2,0.02,NA,0.0063,0.0131
NASP,Stim8hr,0.0333,0.0069,0.2067,False,2,0.0187,0.0264,0.0333,NA
NUDT11,Rest,0.0477,0.0069,0.1443,False,2,NA,0.0477,0.0408,NA
TSKU,Stim48hr,0.0249,0.0069,0.2757,False,2,0.0227,NA,0.0181,0.0249
PHKA2,Rest,0.0106,0.0069,0.6463,False,2,NA,0.0106,NA,0.0038
C14orf132,Rest,0.0151,0.0069,0.455,False,2,0.015,0.0151,NA,0.0082
HIPK3,Rest,0.0365,0.0069,0.1879,False,2,0.0559,0.0365,NA,0.0296
