"gene","cond","s2_T","s2_TG","s2_TD","s2_res","s2_me","s2_res_bio"
"ENSG00000007376","Rest",0.063859325235858,0.0549757691179626,0.015519025895078,0.95920718071754,0.77153109820863,0.18767608250891
"ENSG00000007376","Stim8hr",0.0543870260831028,0.0367741359139068,0.0157900012849246,0.723237086764668,0.456312408650994,0.266924678113674
"ENSG00000007376","Stim48hr",0.0633968211848294,0.0339416614733963,0.0190661655183429,0.792027516204093,0.673961029490443,0.118066486713649
"ENSG00000007541","Rest",0.0489392583895586,0.040489792918183,0,0.911478211046368,0.666624402554462,0.244853808491906
"ENSG00000007541","Stim8hr",0.0565214093643761,0.0374848866679199,0.0150286048389528,0.720118867777204,0.466266298738666,0.253852569038538
"ENSG00000007541","Stim48hr",0.0516327781784284,0.0329420757376608,0,0.83133616468745,0.63856257098925,0.1927735936982
"ENSG00000007968","Rest",0.0844093988415989,0.0654906206347176,0.0245620814598918,0.991746179300066,0.769228485902429,0.222517693397637
"ENSG00000007968","Stim8hr",0.0770991489868373,0.0564514761964,0.0120354267191205,0.97694993758537,0.820264448300186,0.156685489285184
"ENSG00000007968","Stim48hr",0.0444881364278963,0.0484017667863011,0.0209005032906961,0.865757062297832,0.655196339585618,0.210560722712214
"ENSG00000008282","Rest",0.0629930742016823,0.0478380343014846,0.0178080245898127,1.02952191166997,0.838835760619853,0.190686151050118
"ENSG00000008282","Stim8hr",0.062747808061119,0.0552088961822517,0.0150473138514514,0.807586731110136,0.609169068123111,0.198417662987025
"ENSG00000008282","Stim48hr",0.0465259545602081,0.0466175173042649,0.0179961164515532,0.810743472660499,0.567100103503214,0.243643369157286
"ENSG00000008382","Rest",0.052583986260072,0.0496772782993977,0.0234195292969967,0.95556506611828,0.793630851177117,0.161934214941163
"ENSG00000008382","Stim8hr",0.0598317398487981,0.0355554975515424,0,0.801515853934401,0.633768717896905,0.167747136037496
"ENSG00000008382","Stim48hr",0.0437724692600981,0.0364286906029412,1.56957177840598e-09,0.81562301718224,0.679874783789419,0.135748233392821
"ENSG00000009780","Rest",0.0563674929562138,0.0484324258871232,0,0.899263924061553,0.688553236920267,0.210710687141286
"ENSG00000009780","Stim8hr",0.0654330757811225,0.0431737528850505,0.0120229158521514,0.784158928769173,0.531108358398419,0.253050570370754
"ENSG00000009780","Stim48hr",0.0461799395498078,0.0487718009607365,0.00976155032755129,0.82119432881697,0.65868276126565,0.162511567551321
"ENSG00000010072","Rest",0.055803457404881,0.0368460906095609,0.0171162081081457,0.899553581316644,0.644116296058372,0.255437285258272
"ENSG00000010072","Stim8hr",0.0524032636927027,0.0377694637017876,0.019638846403699,0.738746525160406,0.512060995705426,0.22668552945498
"ENSG00000010072","Stim48hr",0.0478039612850246,0.0439640675149454,0.0218846109811565,0.794083729330444,0.594685005139082,0.199398724191362
"ENSG00000010244","Rest",0.0588220149464537,0.0463690060420649,0,0.947616788683127,0.731334252608937,0.21628253607419
"ENSG00000010244","Stim8hr",0.056996558326799,0.0433427307316802,0,0.762810754026584,0.554205480953072,0.208605273073511
"ENSG00000010244","Stim48hr",0.0381306653735034,0.0460228645764741,0.0198851325032667,0.793927354489773,0.598606314879004,0.195321039610769
"ENSG00000010292","Rest",0.0599825131983726,0.0216998648976793,2.96370893515897e-10,0.741685785374616,0.500266432024317,0.241419353350299
"ENSG00000010292","Stim8hr",0.0894309587675281,0.0602293488945551,0.0219809520073422,0.782727379809247,0.431983503549864,0.350743876259383
