target,n_guides,E_t,R_t,R_status,S_t,rank_S,rank_E,rank_shift
IQCB1,2,0.12447,0.011,ok,0.00137,7168,6201,-967
MDC1,2,0.11008,0.0124,ok,0.00136,7169,9220,2051
ZNF35,2,0.13586,0.01,ok,0.00136,7170,5311,-1859
ANGPTL4,2,0.16419,0.0082,ok,0.00135,7171,4127,-3044
BICRAL,2,0.10618,0.0128,ok,0.00135,7172,10512,3340
HYLS1,2,0.25729,0.0053,ok,0.00135,7173,2528,-4645
TMEM81,2,0.1043,0.013,ok,0.00135,7174,11134,3960
DAB1,2,0.10419,0.0128,ok,0.00134,7175,11171,3996
ENPP1,2,0.10094,0.0133,ok,0.00134,7176,11947,4771
GPR137,2,0.10876,0.0123,ok,0.00134,7177,9639,2462
ESM1,2,0.10653,0.0125,ok,0.00133,7178,10395,3217
NCKAP1L,2,0.14253,0.0093,ok,0.00133,7179,4937,-2242
ZNF181,2,0.1028,0.0129,ok,0.00133,7180,11583,4403
DOK6,2,0.10247,0.0129,ok,0.00132,7181,11647,4466
C17orf58,2,0.14281,0.0092,ok,0.00131,7182,4928,-2254
SPECC1,2,0.10434,0.0125,ok,0.0013,7183,11120,3937
TCFL5,2,0.10677,0.0122,ok,0.0013,7184,10325,3141
TMPRSS3,2,0.14064,0.0093,ok,0.0013,7185,5033,-2152
MND1,2,0.11524,0.0112,ok,0.00129,7186,7819,633
DEPDC1B,2,0.1308,0.0098,ok,0.00128,7187,5610,-1577
FOXN3,2,0.11769,0.0109,ok,0.00128,7188,7256,68
KCTD11,2,0.10535,0.0121,ok,0.00128,7189,10812,3623
C1QB,2,0.10582,0.012,ok,0.00127,7190,10633,3443
DCST2,2,0.12627,0.01,ok,0.00127,7191,6010,-1181
PIANP,2,0.16116,0.0078,ok,0.00126,7192,4233,-2959
ACSS1,2,0.11177,0.0111,ok,0.00125,7193,8716,1523
NR2F6,2,0.10951,0.0114,ok,0.00125,7194,9394,2200
TOLLIP,2,0.12279,0.0101,ok,0.00125,7195,6399,-796
ZSCAN21,2,0.10982,0.0113,ok,0.00124,7196,9295,2099
BMP8B,2,0.19542,0.0063,ok,0.00123,7197,3393,-3804
N4BP1,2,0.11818,0.0104,ok,0.00123,7198,7163,-35
NSMAF,2,0.40157,0.0031,ok,0.00123,7199,1605,-5594
ADCY1,2,0.11753,0.0103,ok,0.00121,7200,7281,81
ARHGEF5,3,0.12198,0.0099,ok,0.00121,7201,6502,-699
NCR3LG1,2,0.1099,0.011,ok,0.00121,7202,9272,2070
ZNF267,2,0.10444,0.0116,ok,0.00121,7203,11085,3882
CFD,2,0.13828,0.0087,ok,0.0012,7204,5160,-2044
FAM3C,2,0.11534,0.0104,ok,0.0012,7205,7796,591
FBP1,2,0.10429,0.0115,ok,0.0012,7206,11135,3929
NCR3,2,0.12489,0.0096,ok,0.0012,7207,6149,-1058
ORAI1,2,0.1931,0.0062,ok,0.0012,7208,3443,-3765
RAB1B,2,0.12362,0.0097,ok,0.0012,7209,6289,-920
SIPA1L2,2,0.14216,0.0084,ok,0.00119,7210,4956,-2254
PNKD,2,0.10584,0.0111,ok,0.00118,7211,10629,3418
ARF3,2,0.13245,0.0089,ok,0.00117,7212,5483,-1729
CRTAP,2,0.14988,0.0078,ok,0.00117,7213,4641,-2572
MAGED4,2,0.09847,0.0119,ok,0.00117,7214,12179,4965
SENP5,2,0.15604,0.0075,ok,0.00117,7215,4407,-2808
ZNF561,2,0.12438,0.0094,ok,0.00117,7216,6210,-1006
SH3KBP1,2,0.10677,0.0109,ok,0.00116,7217,10324,3107
STIM2,2,0.10075,0.0115,ok,0.00116,7218,11975,4757
TRIR,2,0.17974,0.0065,ok,0.00116,7219,3711,-3508
UGP2,2,0.10398,0.0111,ok,0.00116,7220,11235,4015
OAS3,2,0.14733,0.0078,ok,0.00115,7221,4744,-2477
TMEM97,2,0.11059,0.0104,ok,0.00115,7222,9062,1840
CDPF1,2,0.11298,0.0101,ok,0.00114,7223,8410,1187
SERINC3,2,0.10087,0.0113,ok,0.00114,7224,11957,4733
CRLF3,2,0.10728,0.0105,ok,0.00113,7225,10132,2907
SETD9,2,0.12697,0.0089,ok,0.00113,7226,5937,-1289
PEX11G,2,0.10411,0.0107,ok,0.00112,7227,11195,3968
TRERF1,2,0.11083,0.0101,ok,0.00112,7228,8988,1760
ZNF619,2,0.1146,0.0097,ok,0.00112,7229,8004,775
KCNJ1,2,0.10188,0.0109,ok,0.00111,7230,11767,4537
SIPA1L3,2,0.10472,0.0106,ok,0.00111,7231,10994,3763
FGD3,2,0.11034,0.01,ok,0.0011,7232,9139,1907
ZNF239,2,0.13913,0.0079,ok,0.0011,7233,5112,-2121
TPCN1,2,0.11066,0.0099,ok,0.00109,7234,9034,1800
ACP5,2,0.10055,0.0107,ok,0.00107,7235,11996,4761
FCRLA,2,0.1023,0.0105,ok,0.00107,7236,11680,4444
PFKFB2,2,0.11278,0.0095,ok,0.00107,7237,8457,1220
INCA1,2,0.10869,0.0098,ok,0.00106,7238,9663,2425
PARG,2,0.1025,0.0104,ok,0.00106,7239,11638,4399
DERL1,2,0.10213,0.0103,ok,0.00105,7240,11713,4473
EFCAB2,2,0.11026,0.0095,ok,0.00105,7241,9170,1929
STX8,2,0.09989,0.0105,ok,0.00105,7242,12078,4836
AEN,2,0.1006,0.0104,ok,0.00104,7243,11992,4749
HOXA2,2,0.10326,0.0101,ok,0.00104,7244,11455,4211
MAGT1,2,0.13821,0.0075,ok,0.00104,7245,5162,-2083
SEBOX,2,0.09917,0.0105,ok,0.00104,7246,12139,4893
BCAT1,2,0.10152,0.01,ok,0.00102,7247,11846,4599
CFAP126,2,0.18391,0.0056,ok,0.00102,7248,3631,-3617
MYT1,2,0.11329,0.009,ok,0.00102,7249,8328,1079
PISD,2,0.12815,0.0079,ok,0.00101,7250,5834,-1416
POLK,2,0.12015,0.0084,ok,0.00101,7251,6778,-473
GHITM,2,0.10956,0.0092,ok,0.001,7252,9368,2116
TMEM187,2,0.10215,0.0096,ok,0.00099,7253,11708,4455
ZNF416,2,0.10014,0.0098,ok,0.00098,7254,12055,4801
IFI44,2,0.10224,0.0095,ok,0.00097,7255,11695,4440
NECTIN3,2,0.10674,0.0088,ok,0.00094,7256,10330,3074
RYR2,2,0.10022,0.0093,ok,0.00093,7257,12045,4788
RGS12,2,0.103,0.0089,ok,0.00092,7258,11531,4273
ZNF114,2,0.10548,0.0088,ok,0.00092,7259,10771,3512
IL3RA,2,0.17244,0.0053,ok,0.00091,7260,3886,-3374
PSEN1,2,0.10948,0.0083,ok,0.0009,7261,9398,2137
ICAM1,2,0.10342,0.0085,ok,0.00088,7262,11409,4147
PDCD1LG2,2,0.10442,0.0085,ok,0.00088,7263,11092,3829
SLC37A4,2,0.11878,0.0074,ok,0.00088,7264,7032,-232
ZNF331,2,0.10204,0.0086,ok,0.00088,7265,11738,4473
ASTL,2,0.10359,0.0084,ok,0.00087,7266,11353,4087
PDCD4,2,0.10635,0.0082,ok,0.00087,7267,10453,3186
PEX19,2,0.13226,0.0066,ok,0.00087,7268,5502,-1766
RHOF,2,0.12051,0.0072,ok,0.00087,7269,6716,-553
ITPK1,2,0.21959,0.0039,ok,0.00086,7270,2989,-4281
SNAI2,2,0.10484,0.0082,ok,0.00086,7271,10953,3682
TMEM11,2,0.11904,0.0072,ok,0.00086,7272,6985,-287
CCNG1,2,0.10495,0.0081,ok,0.00085,7273,10926,3653
C11orf98,2,0.10547,0.0079,ok,0.00084,7274,10774,3500
SH3D19,2,0.10444,0.008,ok,0.00084,7275,11084,3809
ZNF189,2,0.12292,0.0069,ok,0.00084,7276,6380,-896
OPA1,2,0.24954,0.0033,ok,0.00082,7277,2589,-4688
EXT1,2,0.11241,0.0072,ok,0.00081,7278,8543,1265
RBFA,2,0.11957,0.0068,ok,0.00081,7279,6886,-393
DLK2,2,0.10464,0.0076,ok,0.0008,7280,11021,3741
PIWIL4,2,0.10934,0.0073,ok,0.0008,7281,9458,2177
TIMM23,2,0.11905,0.0067,ok,0.0008,7282,6983,-299
ZNF454,2,0.10883,0.0074,ok,0.0008,7283,9622,2339
TRIM56,2,0.10755,0.007,ok,0.00076,7284,10036,2752
USP51,2,0.10346,0.0074,ok,0.00076,7285,11389,4104
MMUT,2,0.14108,0.0053,ok,0.00075,7286,5007,-2279
RNF25,2,0.10542,0.0071,ok,0.00075,7287,10790,3503
HSD17B11,2,0.10228,0.0072,ok,0.00074,7288,11684,4396
NIPSNAP3A,2,0.12449,0.006,ok,0.00074,7289,6198,-1091
TNNT3,2,0.17107,0.0043,ok,0.00074,7290,3925,-3365
HOXB6,2,0.10216,0.0072,ok,0.00073,7291,11707,4416
RBM3,2,0.12962,0.0056,ok,0.00073,7292,5709,-1583
ZNF672,2,0.10366,0.007,ok,0.00073,7293,11335,4042
ACER2,2,0.10507,0.0069,ok,0.00072,7294,10897,3603
PDE3B,2,0.11729,0.0061,ok,0.00071,7295,7337,42
ZNF112,2,0.11118,0.0064,ok,0.00071,7296,8892,1596
BAIAP2L2,2,0.14408,0.0049,ok,0.0007,7297,4881,-2416
CENPB,2,0.14039,0.005,ok,0.0007,7298,5046,-2252
DVL1,2,0.21934,0.0032,ok,0.0007,7299,2991,-4308
EGLN3,2,0.11061,0.0063,ok,0.0007,7300,9051,1751
PPIA,2,0.12796,0.0055,ok,0.0007,7301,5848,-1453
SLC2A8,2,0.15437,0.0045,ok,0.0007,7302,4469,-2833
FCRL6,2,0.12095,0.0055,ok,0.00066,7303,6657,-646
RHOB,2,0.10828,0.0061,ok,0.00066,7304,9807,2503
DBNDD2,2,0.10445,0.0062,ok,0.00065,7305,11078,3773
LHX4,2,0.11415,0.0057,ok,0.00065,7306,8103,797
APOBEC2,2,0.09973,0.0064,ok,0.00064,7307,12100,4793
D2HGDH,2,0.1327,0.0048,ok,0.00064,7308,5465,-1843
ETAA1,2,0.18102,0.0035,ok,0.00064,7309,3685,-3624
ZNF785,2,0.15454,0.0042,ok,0.00064,7310,4457,-2853
ASAH1,2,0.10194,0.0062,ok,0.00063,7311,11754,4443
CDH1,2,0.105,0.006,ok,0.00063,7312,10914,3602
EME1,2,0.12733,0.005,ok,0.00063,7313,5905,-1408
ERO1A,2,0.11548,0.0055,ok,0.00063,7314,7744,430
LRRC45,2,0.11959,0.0053,ok,0.00063,7315,6881,-434
PLP2,2,0.10425,0.0061,ok,0.00063,7316,11153,3837
E2F5,2,0.11434,0.0054,ok,0.00062,7317,8055,738
IQGAP3,2,0.11968,0.0052,ok,0.00062,7318,6861,-457
TSTD1,2,0.10735,0.0058,ok,0.00062,7319,10108,2789
BATF2,2,0.09947,0.0061,ok,0.00061,7320,12121,4801
EPG5,2,0.11981,0.005,ok,0.0006,7321,6836,-485
H3C7,2,0.10565,0.0057,ok,0.0006,7322,10707,3385
IFT140,2,0.11163,0.0054,ok,0.0006,7323,8758,1435
MAPKAPK5,2,0.1081,0.0055,ok,0.0006,7324,9864,2540
HIVEP1,2,0.12972,0.0045,ok,0.00059,7325,5701,-1624
HOXB13,2,0.20855,0.0028,ok,0.00059,7326,3148,-4178
DNAJC13,2,0.10352,0.0056,ok,0.00058,7327,11374,4047
ZKSCAN5,2,0.11057,0.0052,ok,0.00058,7328,9068,1740
BOLA2B,2,0.10901,0.0052,ok,0.00057,7329,9564,2235
KTN1,2,0.11826,0.0048,ok,0.00057,7330,7146,-184
MRPL28,2,0.10379,0.0055,ok,0.00057,7331,11287,3956
TUB,2,0.10287,0.0056,ok,0.00057,7332,11564,4232
MXD4,2,0.09744,0.0057,ok,0.00056,7333,12207,4874
RAB34,2,0.10692,0.0053,ok,0.00056,7334,10274,2940
MFSD10,2,0.18984,0.0029,ok,0.00055,7335,3513,-3822
TBX2,2,0.10104,0.0054,ok,0.00055,7336,11927,4591
TUBB2A,2,0.26553,0.0021,ok,0.00055,7337,2448,-4889
ZNF84,2,0.17078,0.0032,ok,0.00055,7338,3934,-3404
APOBEC3G,2,0.12127,0.0044,ok,0.00054,7339,6605,-734
CTNNBIP1,2,0.15458,0.0034,ok,0.00053,7340,4453,-2887
NFKBIB,2,0.10772,0.005,ok,0.00053,7341,9978,2637
TMEM38B,2,0.11729,0.0046,ok,0.00053,7342,7338,-4
CHN2,2,0.10884,0.0048,ok,0.00052,7343,9616,2273
POLB,2,0.10633,0.0048,ok,0.00052,7344,10463,3119
CIAO1,2,0.15407,0.0033,ok,0.00051,7345,4480,-2865
PCNT,2,0.1201,0.0043,ok,0.00051,7346,6789,-557
STMN1,2,0.17926,0.0028,ok,0.00051,7347,3718,-3629
TXNDC11,2,0.10528,0.0048,ok,0.00051,7348,10831,3483
FANCC,2,0.15651,0.0032,ok,0.0005,7349,4382,-2967
TMEM41A,2,0.10178,0.0049,ok,0.0005,7350,11787,4437
EMC3,2,0.12575,0.0039,ok,0.00049,7351,6067,-1284
KLRB1,2,0.11299,0.0043,ok,0.00049,7352,8407,1055
GGA2,2,0.10421,0.0046,ok,0.00048,7353,11164,3811
TAFAZZIN,2,0.12679,0.0038,ok,0.00048,7354,5962,-1392
TFR2,2,0.15088,0.0032,ok,0.00048,7355,4600,-2755
PALS1,2,0.1121,0.0042,ok,0.00047,7356,8626,1270
C16orf54,2,0.11486,0.004,ok,0.00046,7357,7916,559
FOXD3,2,0.10569,0.0043,ok,0.00046,7358,10687,3329
KHNYN,2,0.10717,0.0043,ok,0.00046,7359,10180,2821
LRP8,2,0.10388,0.0045,ok,0.00046,7360,11270,3910
RAD54B,2,0.1219,0.0038,ok,0.00046,7361,6514,-847
TMEM44,2,0.10289,0.0044,ok,0.00045,7362,11555,4193
ISL1,2,0.10823,0.004,ok,0.00043,7363,9828,2465
PIGG,2,0.10174,0.0042,ok,0.00043,7364,11794,4430
TTC33,2,0.12984,0.0033,ok,0.00043,7365,5690,-1675
PLBD2,2,0.1165,0.0036,ok,0.00042,7366,7510,144
TCEA1,2,0.11245,0.0036,ok,0.00041,7367,8537,1170
CLECL1P,2,0.11325,0.0036,ok,0.0004,7368,8335,967
DHRS7B,2,0.1042,0.0038,ok,0.0004,7369,11170,3801
ARHGAP45,2,0.14512,0.0027,ok,0.00039,7370,4840,-2530
IGSF6,2,0.12448,0.003,ok,0.00038,7371,6200,-1171
KRIT1,2,0.21511,0.0017,ok,0.00037,7372,3061,-4311
SNX14,2,0.1031,0.0036,ok,0.00037,7373,11500,4127
PTBP2,2,0.11501,0.0031,ok,0.00036,7374,7884,510
TMEM201,2,0.10995,0.0032,ok,0.00036,7375,9265,1890
ZNF783,2,0.13791,0.0026,ok,0.00036,7376,5188,-2188
PAAF1,2,0.10611,0.0033,ok,0.00035,7377,10545,3168
RFESD,2,0.14761,0.0023,ok,0.00035,7378,4725,-2653
SPARCL1,2,0.10011,0.0035,ok,0.00035,7379,12061,4682
RNF4,2,0.19307,0.0018,ok,0.00035,7380,3445,-3935
CDK8,2,0.13172,0.0026,ok,0.00034,7381,5530,-1851
RAPGEF2,2,0.14038,0.0023,ok,0.00033,7382,5047,-2335
TMOD2,2,0.17015,0.0019,ok,0.00033,7383,3956,-3427
ZNF678,2,0.11656,0.0028,ok,0.00033,7384,7496,112
HES3,2,0.10515,0.0029,ok,0.00031,7385,10872,3487
PIP4P1,2,0.26462,0.0012,ok,0.00031,7386,2459,-4927
STAU2,2,0.09695,0.0031,ok,0.0003,7387,12213,4826
DUS1L,2,0.13,0.0022,ok,0.00029,7388,5671,-1717
LITAF,2,0.10333,0.0028,ok,0.00029,7389,11433,4044
ZNF350,2,0.10407,0.0028,ok,0.00029,7390,11208,3818
PDK1,2,0.19811,0.0014,ok,0.00028,7391,3349,-4042
TRAK2,2,0.14866,0.0019,ok,0.00028,7392,4686,-2706
ZNF541,2,0.10016,0.0028,ok,0.00028,7393,12050,4657
FBXO46,2,0.1274,0.0022,ok,0.00027,7394,5896,-1498
KANSL1,2,0.38251,0.0007,ok,0.00027,7395,1693,-5702
NKX2-6,2,0.11387,0.0024,ok,0.00027,7396,8169,773
TFB2M,2,0.1031,0.0026,ok,0.00027,7397,11501,4104
GIPC3,2,0.13327,0.0019,ok,0.00026,7398,5444,-1954
ABI2,2,0.13137,0.0019,ok,0.00025,7399,5558,-1841
MTA1,2,0.10994,0.0023,ok,0.00025,7400,9266,1866
TSNAX,2,0.14316,0.0017,ok,0.00025,7401,4920,-2481
ZFHX2,2,0.11705,0.0021,ok,0.00025,7402,7402,0
TBX18,2,0.11519,0.002,ok,0.00024,7403,7833,430
DIS3L,2,0.12702,0.0018,ok,0.00023,7404,5926,-1478
HIRIP3,2,0.11004,0.0021,ok,0.00023,7405,9235,1830
ZNF106,2,0.10274,0.0023,ok,0.00023,7406,11599,4193
LZTS2,2,0.12571,0.0016,ok,0.0002,7407,6072,-1335
ODF2,2,0.12049,0.0017,ok,0.0002,7408,6720,-688
FABP6,2,0.10039,0.0019,ok,0.00019,7409,12024,4615
KRT73,2,0.14086,0.0013,ok,0.00019,7410,5017,-2393
C2orf88,2,0.09818,0.0018,ok,0.00018,7411,12189,4778
CAMK1D,2,0.10719,0.0016,ok,0.00018,7412,10168,2756
OS9,2,0.11728,0.0015,ok,0.00018,7413,7340,-73
AP1G1,2,0.25289,0.0007,ok,0.00017,7414,2564,-4850
TLR2,2,0.10514,0.0016,ok,0.00017,7415,10879,3464
CERT1,2,0.15224,0.001,ok,0.00015,7416,4541,-2875
TBL1X,2,0.13067,0.0011,ok,0.00015,7417,5622,-1795
ARL6IP6,2,0.09877,0.0015,ok,0.00014,7418,12159,4741
TMEM102,2,0.12341,0.0012,ok,0.00014,7419,6322,-1097
COX8A,2,0.10095,0.0013,ok,0.00013,7420,11945,4525
IL13RA1,2,0.13635,0.0009,ok,0.00013,7421,5275,-2146
LRP11,2,0.1031,0.0013,ok,0.00013,7422,11497,4075
MTSS1,2,0.12859,0.001,ok,0.00013,7423,5790,-1633
USP24,2,0.11008,0.0011,ok,0.00013,7424,9222,1798
ADAM9,2,0.13469,0.0009,ok,0.00012,7425,5361,-2064
ANXA7,2,0.18248,0.0007,ok,0.00012,7426,3658,-3768
GP1BB,2,0.13983,0.0009,ok,0.00012,7427,5075,-2352
C7orf50,2,0.11044,0.001,ok,0.00011,7428,9101,1673
CASP8,2,0.12605,0.0009,ok,0.00011,7429,6033,-1396
DVL3,2,0.10415,0.0011,ok,0.00011,7430,11184,3754
FDX1,2,0.57821,0.0002,ok,0.00011,7431,1039,-6392
GLOD4,2,0.13211,0.0008,ok,0.00011,7432,5511,-1921
KCNA2,2,0.12463,0.0009,ok,0.00011,7433,6183,-1250
MTHFR,2,0.11446,0.001,ok,0.00011,7434,8025,591
SNAP47,2,0.11085,0.0009,ok,0.0001,7435,8979,1544
XPOT,2,0.10973,0.0009,ok,0.0001,7436,9319,1883
C14orf28,2,0.15149,0.0006,ok,9e-05,7437,4578,-2859
ECE1,2,0.13777,0.0007,ok,9e-05,7438,5192,-2246
HEBP2,2,0.1135,0.0008,ok,9e-05,7439,8263,824
PPP2CB,2,0.10654,0.0008,ok,9e-05,7440,10394,2954
UBE2S,2,0.19369,0.0005,ok,9e-05,7441,3426,-4015
ZFTA,2,0.10466,0.0008,ok,8e-05,7442,11013,3571
LRRC2,2,0.10881,0.0008,ok,8e-05,7443,9624,2181
NUDT3,2,0.11675,0.0007,ok,8e-05,7444,7461,17
PP2D1,2,0.11404,0.0007,ok,8e-05,7445,8128,683
SPRY2,2,0.11099,0.0005,ok,6e-05,7446,8939,1493
TUSC2,2,0.10741,0.0006,ok,6e-05,7447,10088,2641
COQ10B,2,0.12199,0.0004,ok,5e-05,7448,6498,-950
UNK,2,0.12875,0.0004,ok,5e-05,7449,5776,-1673
BCL2,2,0.10347,0.0004,ok,4e-05,7450,11384,3934
TMEM71,2,0.1013,0.0003,ok,3e-05,7451,11891,4440
WNT9A,2,0.19544,0.0001,ok,3e-05,7452,3392,-4060
CHST11,2,0.09988,0.0002,ok,2e-05,7453,12080,4627
EGLN1,2,0.11136,0.0002,ok,2e-05,7454,8836,1382
HAS3,2,0.10608,0.0001,ok,1e-05,7455,10551,3096
PLEKHA7,2,0.10206,0.0001,ok,1e-05,7456,11732,4276
VPS52,2,0.10387,0.0001,ok,1e-05,7457,11275,3818
A2M,2,0.14445,-0.0816,ok,0.0,7458,4871,-2587
AAAS,2,0.28095,-0.4056,ok,0.0,7459,2310,-5149
AAGAB,2,0.13745,-0.2204,ok,0.0,7460,5206,-2254
AAMDC,2,0.27204,-0.2188,ok,0.0,7461,2380,-5081
AASS,2,0.10365,-0.084,ok,0.0,7462,11336,3874
ABCA1,2,0.73239,-0.2473,ok,0.0,7463,713,-6750
ABCA7,2,0.24375,-0.2556,ok,0.0,7464,2658,-4806
ABCB6,2,0.44836,-0.3404,ok,0.0,7465,1415,-6050
ABCB8,2,0.10941,-0.1264,ok,0.0,7466,9428,1962
ABCC10,2,0.16511,-0.0167,ok,0.0,7467,4093,-3374
ABCC2,2,0.10009,-0.0186,ok,0.0,7468,12062,4594
ABCC3,2,0.09805,-0.0824,ok,0.0,7469,12194,4725
ABCC8,2,0.10458,-0.0108,ok,0.0,7470,11037,3567
ABCD3,2,0.22471,-0.3818,ok,0.0,7471,2924,-4547
ABCD4,2,0.16146,-0.2466,ok,0.0,7472,4224,-3248
ABCE1,2,0.68394,-0.0181,ok,0.0,7473,805,-6668
ABCG1,2,0.19079,-0.291,ok,0.0,7474,3493,-3981
ABHD10,2,0.10719,-0.1204,ok,0.0,7475,10167,2692
ABHD12,2,0.1298,-0.1035,ok,0.0,7476,5693,-1783
ABHD13,2,0.1133,-0.0085,ok,0.0,7477,8321,844
ABHD16A,2,0.15986,-0.1975,ok,0.0,7478,4271,-3207
ABHD18,2,0.10516,-0.2206,ok,0.0,7479,10866,3387
ABHD8,2,0.43777,-0.1881,ok,0.0,7480,1458,-6022
ABLIM1,2,0.11698,-0.0812,ok,0.0,7481,7410,-71
ABLIM3,2,0.10998,-0.0255,ok,0.0,7482,9248,1766
ABRACL,2,0.12574,-0.0782,ok,0.0,7483,6068,-1415
ABRAXAS1,2,0.10194,-0.0617,ok,0.0,7484,11752,4268
ACAA1,2,0.11637,-0.0957,ok,0.0,7485,7541,56
ACACA,2,0.11808,-0.1673,ok,0.0,7486,7183,-303
ACADM,2,0.15608,-0.0885,ok,0.0,7487,4403,-3084
ACADS,2,0.15036,-0.0696,ok,0.0,7488,4623,-2865
ACADSB,2,0.12715,-0.1543,ok,0.0,7489,5918,-1571
ACADVL,2,0.11833,-0.0227,ok,0.0,7490,7134,-356
ACAP1,2,0.102,-0.1105,ok,0.0,7491,11742,4251
ACAP2,2,0.21885,-0.264,ok,0.0,7492,3003,-4489
ACAP3,2,0.1355,-0.1789,ok,0.0,7493,5327,-2166
ACAT1,2,0.12372,-0.0784,ok,0.0,7494,6274,-1220
ACBD3,2,0.11036,-0.0102,ok,0.0,7495,9132,1637
ACBD4,2,0.28298,-0.089,ok,0.0,7496,2282,-5214
ACBD6,2,0.11464,-0.0883,ok,0.0,7497,7989,492
ACE,2,0.16471,-0.2266,ok,0.0,7498,4110,-3388
ACER1,2,0.16551,-0.0469,ok,0.0,7499,4078,-3421
ACO2,2,0.19602,-0.1115,ok,0.0,7500,3379,-4121
ACOT7,2,0.13732,-0.0655,ok,0.0,7501,5212,-2289
ACP1,2,0.10479,-0.1028,ok,0.0,7502,10968,3466
ACRBP,2,0.14761,-0.2744,ok,0.0,7503,4724,-2779
ACSF3,2,0.13707,-0.2551,ok,0.0,7504,5227,-2277
ACSS2,2,0.10837,-0.122,ok,0.0,7505,9777,2272
ACTA2,2,0.1386,-0.2909,ok,0.0,7506,5145,-2361
ACTG1,2,0.56997,-0.1351,ok,0.0,7507,1060,-6447
ACTR3C,2,0.15673,-0.1345,ok,0.0,7508,4378,-3130
ACVR1B,2,0.11735,-0.2385,ok,0.0,7509,7324,-185
ACVR1C,2,0.1277,-0.1126,ok,0.0,7510,5869,-1641
ACVR2B,2,0.28271,-0.3388,ok,0.0,7511,2291,-5220
ACYP1,2,0.26285,-0.1089,ok,0.0,7512,2476,-5036
ACYP2,2,0.24672,-0.2609,ok,0.0,7513,2626,-4887
ADA,2,0.11017,-0.0501,ok,0.0,7514,9197,1683
ADA2,2,0.31666,-0.158,ok,0.0,7515,2059,-5456
MAPDA,2,0.19227,-0.2098,ok,0.0,7516,3461,-4055
ADAM12,2,0.1114,-0.0273,ok,0.0,7517,8823,1306
ADAM15,2,0.12932,-0.074,ok,0.0,7518,5733,-1785
ADAMTS1,2,0.2591,-0.1679,ok,0.0,7519,2507,-5012
ADAMTSL5,2,0.11549,-0.1253,ok,0.0,7520,7742,222
ADAP1,2,0.1138,-0.0025,ok,0.0,7521,8183,662
ADARB1,2,0.1039,-0.0991,ok,0.0,7522,11260,3738
ADARB2,2,0.51748,-0.3386,ok,0.0,7523,1189,-6334
ADCY4,2,0.12168,-0.0368,ok,0.0,7524,6546,-978
ADCY9,2,0.11039,-0.1277,ok,0.0,7525,9116,1591
ADD1,2,0.12594,-0.0569,ok,0.0,7526,6045,-1481
ADD2,2,0.10979,-0.19,ok,0.0,7527,9303,1776
ADGRB2,2,0.10579,-0.0687,ok,0.0,7528,10643,3115
ADGRG1,2,0.134,-0.189,ok,0.0,7529,5395,-2134
ADGRG5,2,0.11124,-0.0502,ok,0.0,7530,8872,1342
ADH1B,2,0.16704,-0.3011,ok,0.0,7531,4035,-3496
ADHFE1,2,0.67366,-0.0379,ok,0.0,7532,826,-6706
ADI1,2,0.11961,-0.1441,ok,0.0,7533,6875,-658
ADIPOR1,2,0.09806,-0.0371,ok,0.0,7534,12192,4658
ADIPOR2,2,0.13355,-0.1974,ok,0.0,7535,5420,-2115
ADM,2,0.11717,-0.1358,ok,0.0,7536,7367,-169
ADNP,2,0.13292,-0.074,ok,0.0,7537,5458,-2079
ADORA2B,2,0.10485,-0.0069,ok,0.0,7538,10946,3408
ADPGK,2,0.56229,-0.2006,ok,0.0,7539,1070,-6469
ADPRS,2,0.12139,-0.132,ok,0.0,7540,6585,-955
ADRB2,2,0.11005,-0.1682,ok,0.0,7541,9231,1690
ADRM1,2,0.12198,-0.0445,ok,0.0,7542,6501,-1041
ADTRP,2,0.12515,-0.2343,ok,0.0,7543,6127,-1416
AFAP1L2,2,0.10403,-0.1127,ok,0.0,7544,11219,3675
AFDN,2,0.11561,-0.1172,ok,0.0,7545,7714,169
AFTPH,2,0.11504,-0.2066,ok,0.0,7546,7872,326
AGA,2,0.11361,-0.2315,ok,0.0,7547,8234,687
AGAP1,2,0.10129,-0.0398,ok,0.0,7548,11892,4344
AGAP2,2,0.12118,-0.1149,ok,0.0,7549,6621,-928
AGAP4,2,0.13844,-0.0306,ok,0.0,7550,5151,-2399
AGAP5,2,0.19608,-0.3851,ok,0.0,7551,3377,-4174
AGAP9,2,0.10825,-0.0399,ok,0.0,7552,9816,2264
AGFG1,2,0.17961,-0.233,ok,0.0,7553,3713,-3840
AGFG2,2,0.13599,-0.1784,ok,0.0,7554,5299,-2255
AGK,2,0.1235,-0.0716,ok,0.0,7555,6305,-1250
AGL,2,0.10154,-0.1029,ok,0.0,7556,11841,4285
AGO1,2,0.33759,-0.3702,ok,0.0,7557,1931,-5626
AGO3,2,0.10617,-0.0012,ok,0.0,7558,10518,2960
AGPAT3,2,0.12775,-0.1729,ok,0.0,7559,5863,-1696
AGPAT4,2,0.20845,-0.2505,ok,0.0,7560,3150,-4410
AGPAT5,2,0.11127,-0.1331,ok,0.0,7561,8864,1303
AGPS,2,0.13319,-0.3155,ok,0.0,7562,5447,-2115
AGR2,2,0.10059,-0.0396,ok,0.0,7563,11993,4430
AGRN,2,0.18671,-0.0534,ok,0.0,7564,3581,-3983
