target,n_guides,E_t,R_t,R_status,S_t,rank_S,rank_E,rank_shift
AHCYL2,2,0.2061,-0.0871,ok,0.0,7565,3194,-4371
AHSP,2,0.26989,-0.1915,ok,0.0,7566,2406,-5160
AIG1,2,0.09809,-0.028,ok,0.0,7567,12191,4624
AK3,2,0.24811,-0.2196,ok,0.0,7568,2613,-4955
AKAP10,2,0.24052,-0.2434,ok,0.0,7569,2696,-4873
AKAP12,2,0.11414,-0.2197,ok,0.0,7570,8104,534
AKAP17A,2,0.12088,-0.0356,ok,0.0,7571,6667,-904
AKAP8,2,0.11166,-0.1486,ok,0.0,7572,8746,1174
AKR1A1,2,0.12109,-0.0714,ok,0.0,7573,6633,-940
AKR1C3,2,0.11388,-0.1083,ok,0.0,7574,8168,594
AKR1E2,2,0.11582,-0.0831,ok,0.0,7575,7662,87
AKT1S1,2,0.11719,-0.0387,ok,0.0,7576,7364,-212
AKT2,2,0.1305,-0.0254,ok,0.0,7577,5629,-1948
AKT3,2,0.1382,-0.396,ok,0.0,7578,5164,-2414
AKTIP,2,0.10913,-0.0105,ok,0.0,7579,9521,1942
ALAS2,2,0.15472,-0.1853,ok,0.0,7580,4449,-3131
ALCAM,2,0.10518,-0.1266,ok,0.0,7581,10857,3276
ALDH16A1,2,0.11182,-0.1547,ok,0.0,7582,8704,1122
ALDH1A1,2,0.12802,-0.0074,ok,0.0,7583,5844,-1739
ALDH1B1,2,0.11441,-0.2473,ok,0.0,7584,8041,457
ALDH2,2,0.1145,-0.0447,ok,0.0,7585,8017,432
ALDOB,2,0.14277,-0.1993,ok,0.0,7586,4929,-2657
ALDOC,2,0.16966,-0.123,ok,0.0,7587,3968,-3619
ALG12,2,0.13069,-0.0622,ok,0.0,7588,5620,-1968
ALG9,2,0.12919,-0.1554,ok,0.0,7589,5742,-1847
ALKAL2,2,0.13867,-0.2284,ok,0.0,7590,5137,-2453
ALKBH1,2,0.17213,-0.2086,ok,0.0,7591,3894,-3697
ALKBH2,2,0.25235,-0.0328,ok,0.0,7592,2567,-5025
ALKBH3,2,0.14948,-0.0772,ok,0.0,7593,4660,-2933
ALKBH6,2,0.12895,-0.1577,ok,0.0,7594,5758,-1836
ALKBH7,2,0.11536,-0.0464,ok,0.0,7595,7790,195
ALOX5,2,0.19763,-0.161,ok,0.0,7596,3354,-4242
ALPK1,2,0.10868,-0.0403,ok,0.0,7597,9665,2068
ALX1,2,0.11605,-0.1429,ok,0.0,7598,7605,7
AMD1,2,0.15519,-0.0782,ok,0.0,7599,4440,-3159
AMDHD2,2,0.20395,-0.2522,ok,0.0,7600,3233,-4367
AMER1,2,0.23196,-0.052,ok,0.0,7601,2822,-4779
AMH,2,0.1343,-0.0416,ok,0.0,7602,5380,-2222
AMIGO1,2,0.12221,-0.0783,ok,0.0,7603,6468,-1135
AMMECR1,2,0.35624,-0.254,ok,0.0,7604,1811,-5793
AMN,2,0.1121,-0.2122,ok,0.0,7605,8623,1018
AMT,2,0.40605,-0.3044,ok,0.0,7606,1579,-6027
AMZ2,2,0.11623,-0.1353,ok,0.0,7607,7568,-39
ANGEL2,2,0.11336,-0.121,ok,0.0,7608,8300,692
ANHX,2,0.13653,-0.1994,ok,0.0,7609,5263,-2346
ANK1,2,0.32863,-0.3587,ok,0.0,7610,1984,-5626
ANKAR,2,0.13745,-0.1655,ok,0.0,7611,5207,-2404
ANKHD1-EIF4EBP3,2,0.11072,-0.2054,ok,0.0,7612,9012,1400
ANKLE1,2,0.10139,-0.0546,ok,0.0,7613,11868,4255
ANKMY1,2,0.1213,-0.1699,ok,0.0,7614,6602,-1012
ANKRD12,2,0.12084,-0.1558,ok,0.0,7615,6675,-940
ANKRD13B,2,0.10983,-0.0658,ok,0.0,7616,9287,1671
ANKRD13C,2,0.10947,-0.0716,ok,0.0,7617,9400,1783
ANKRD13D,2,0.57699,-0.409,ok,0.0,7618,1042,-6576
ANKRD16,2,0.15134,-0.2628,ok,0.0,7619,4582,-3037
ANKRD26,2,0.10301,-0.1458,ok,0.0,7620,11524,3904
ANKRD27,2,0.10708,-0.167,ok,0.0,7621,10199,2578
ANKRD31,2,0.20112,-0.0582,ok,0.0,7622,3287,-4335
ANKRD33B,2,0.11021,-0.1562,ok,0.0,7623,9187,1564
ANKRD39,2,0.12623,-0.0757,ok,0.0,7624,6014,-1610
ANKRD42,2,0.76715,-0.1306,ok,0.0,7625,653,-6972
ANKRD49,2,0.29019,-0.0478,ok,0.0,7626,2225,-5401
ANKRD54,2,0.12583,-0.0354,ok,0.0,7627,6059,-1568
ANKRD6,2,0.10163,-0.0627,ok,0.0,7628,11814,4186
ANKS1A,2,0.14034,-0.0276,ok,0.0,7629,5052,-2577
ANO10,2,0.10759,-0.0787,ok,0.0,7630,10021,2391
ANO6,2,0.10428,-0.0676,ok,0.0,7631,11137,3506
ANO8,2,0.10617,-0.054,ok,0.0,7632,10519,2887
ANO9,2,0.12877,-0.0346,ok,0.0,7633,5774,-1859
ANP32A,2,0.12661,-0.0641,ok,0.0,7634,5978,-1656
ANPEP,2,0.10457,-0.2145,ok,0.0,7635,11039,3404
ANTXR2,2,0.1104,-0.0251,ok,0.0,7636,9114,1478
ANXA1,2,0.10455,-0.0357,ok,0.0,7637,11045,3408
ANXA2R,2,0.10391,-0.0205,ok,0.0,7638,11253,3615
ANXA4,2,0.11062,-0.0618,ok,0.0,7639,9044,1405
ANXA9,2,0.09988,-0.0199,ok,0.0,7640,12079,4439
AOC2,2,0.12382,-0.198,ok,0.0,7641,6262,-1379
AP1AR,2,0.10394,-0.0503,ok,0.0,7642,11245,3603
AP1B1,2,0.11195,-0.0968,ok,0.0,7643,8672,1029
AP1G2,2,0.17494,-0.304,ok,0.0,7644,3819,-3825
AP1M1,2,0.16536,-0.0363,ok,0.0,7645,4084,-3561
AP1S2,2,0.18722,-0.1416,ok,0.0,7646,3568,-4078
AP2A2,2,0.17546,-0.1372,ok,0.0,7647,3803,-3844
AP2B1,2,0.1905,-0.2463,ok,0.0,7648,3496,-4152
AP3B1,2,0.3593,-0.1195,ok,0.0,7649,1797,-5852
AP4B1,2,0.10035,-0.0885,ok,0.0,7650,12027,4377
AP4E1,2,0.41777,-0.1639,ok,0.0,7651,1543,-6108
AP4M1,2,0.34321,-0.1508,ok,0.0,7652,1901,-5751
AP5S1,2,0.10278,-0.1156,ok,0.0,7653,11584,3931
APBA1,2,0.42993,-0.4204,ok,0.0,7654,1489,-6165
APBA3,2,0.23474,-0.1038,ok,0.0,7655,2778,-4877
APEH,2,0.10838,-0.0781,ok,0.0,7656,9772,2116
APEX2,2,0.15125,-0.0062,ok,0.0,7657,4588,-3069
APH1A,2,0.11866,-0.0782,ok,0.0,7658,7056,-602
APH1B,2,0.09692,-0.0604,ok,0.0,7659,12214,4555
API5,2,0.21608,-0.2129,ok,0.0,7660,3046,-4614
APLF,2,0.12938,-0.0903,ok,0.0,7661,5727,-1934
APLP1,2,0.11705,-0.188,ok,0.0,7662,7398,-264
APMAP,2,0.12075,-0.0509,ok,0.0,7663,6693,-970
APOBEC3F,2,0.21873,-0.3513,ok,0.0,7664,3005,-4659
APOBEC3H,2,0.1248,-0.1476,ok,0.0,7665,6157,-1508
APOC3,2,0.14542,-0.0896,ok,0.0,7666,4832,-2834
APOE,2,0.1002,-0.0815,ok,0.0,7667,12046,4379
APOL1,2,0.12075,-0.0127,ok,0.0,7668,6694,-974
APOL2,2,0.15452,-0.0564,ok,0.0,7669,4459,-3210
APOL3,2,0.10324,-0.0918,ok,0.0,7670,11461,3791
APOL6,2,0.16865,-0.0097,ok,0.0,7671,3991,-3680
APOO,2,0.1087,-0.0202,ok,0.0,7672,9658,1986
APOOL,2,0.10581,-0.1468,ok,0.0,7673,10640,2967
APP,2,0.12516,-0.1606,ok,0.0,7674,6125,-1549
APPL2,2,0.25629,-0.1754,ok,0.0,7675,2537,-5138
APTX,2,0.10173,-0.0944,ok,0.0,7676,11796,4120
AQP11,2,0.10812,-0.0121,ok,0.0,7677,9854,2177
ARAP1,2,0.1052,-0.0369,ok,0.0,7678,10849,3171
ARC,2,0.17993,-0.0508,ok,0.0,7679,3706,-3973
AREG,2,0.14574,-0.0211,ok,0.0,7680,4816,-2864
ARF1,2,0.12651,-0.0978,ok,0.0,7681,5985,-1696
ARF4,2,0.2875,-0.2466,ok,0.0,7682,2240,-5442
ARF5,2,0.10812,-0.1445,ok,0.0,7683,9855,2172
ARFGAP2,2,0.10793,-0.0481,ok,0.0,7684,9911,2227
ARFGEF1,2,0.23891,-0.3652,ok,0.0,7685,2720,-4965
ARFGEF2,2,0.13942,-0.3066,ok,0.0,7686,5097,-2589
ARGLU1,2,0.14763,-0.0053,ok,0.0,7687,4723,-2964
ARHGAP1,2,0.11633,-0.1135,ok,0.0,7688,7552,-136
ARHGAP11A,2,0.12205,-0.0918,ok,0.0,7689,6491,-1198
ARHGAP11B,2,0.1368,-0.1184,ok,0.0,7690,5244,-2446
ARHGAP21,2,0.18802,-0.0034,ok,0.0,7691,3549,-4142
ARHGAP24,2,0.19341,-0.3254,ok,0.0,7692,3435,-4257
ARHGAP26,2,0.41324,-0.2479,ok,0.0,7693,1557,-6136
ARHGAP9,2,0.1144,-0.078,ok,0.0,7694,8044,350
ARHGDIB,2,0.10485,-0.1513,ok,0.0,7695,10947,3252
ARHGEF1,2,0.24771,-0.2659,ok,0.0,7696,2619,-5077
ARHGEF11,2,0.1359,-0.1642,ok,0.0,7697,5309,-2388
ARHGEF12,2,0.10213,-0.0579,ok,0.0,7698,11712,4014
ARHGEF2,2,0.11642,-0.3188,ok,0.0,7699,7524,-175
ARHGEF3,2,0.13319,-0.0703,ok,0.0,7700,5448,-2252
ARHGEF39,2,0.13949,-0.0847,ok,0.0,7701,5095,-2606
ARHGEF7,2,0.10136,-0.0518,ok,0.0,7702,11875,4173
ARHGEF9,2,0.14956,-0.313,ok,0.0,7703,4655,-3048
ARID1B,2,0.10286,-0.0349,ok,0.0,7704,11566,3862
ARID3A,2,0.33694,-0.3109,ok,0.0,7705,1934,-5771
ARID3C,2,0.10161,-0.0792,ok,0.0,7706,11822,4116
ARID4A,2,0.27054,-0.3473,ok,0.0,7707,2397,-5310
ARID4B,2,0.14784,-0.1007,ok,0.0,7708,4714,-2994
ARL1,2,0.46965,-0.3421,ok,0.0,7709,1350,-6359
ARL10,2,0.17501,-0.0485,ok,0.0,7710,3817,-3893
ARL14,2,0.10087,-0.0528,ok,0.0,7711,11956,4245
ARL14EP,2,0.26894,-0.1932,ok,0.0,7712,2414,-5298
ARL17B,2,0.17099,-0.2329,ok,0.0,7713,3927,-3786
ARL2BP,2,0.12452,-0.0546,ok,0.0,7714,6192,-1522
ARL4A,2,0.11945,-0.0543,ok,0.0,7715,6904,-811
ARL4C,2,0.10163,-0.071,ok,0.0,7716,11815,4099
ARL4D,2,0.11919,-0.001,ok,0.0,7717,6961,-756
ARL6,2,0.12082,-0.0245,ok,0.0,7718,6681,-1037
ARL6IP5,2,0.10762,-0.1516,ok,0.0,7719,10012,2293
ARMC1,2,0.11103,-0.1648,ok,0.0,7720,8925,1205
ARMC10,2,0.1459,-0.1709,ok,0.0,7721,4806,-2915
ARMC2,2,0.10256,-0.0018,ok,0.0,7722,11629,3907
ARMC8,2,0.11223,-0.0392,ok,0.0,7723,8591,868
ARMCX2,2,0.14071,-0.3112,ok,0.0,7724,5027,-2697
ARMCX3,2,0.13867,-0.0915,ok,0.0,7725,5138,-2587
ARMCX4,2,0.42165,-0.2472,ok,0.0,7726,1526,-6200
ARMH1,2,0.12712,-0.0874,ok,0.0,7727,5920,-1807
ARMH2,2,0.10283,-0.0177,ok,0.0,7728,11575,3847
BMAL1,2,0.15415,-0.1856,ok,0.0,7729,4477,-3252
ARPC5L,2,0.13213,-0.2779,ok,0.0,7730,5509,-2221
ARRDC4,2,0.53839,-0.0733,ok,0.0,7731,1131,-6600
ARX,2,0.26995,-0.2517,ok,0.0,7732,2403,-5329
ASAH2B,2,0.17105,-0.2389,ok,0.0,7733,3926,-3807
ASAP2,2,0.14222,-0.0028,ok,0.0,7734,4952,-2782
ASB13,2,0.15274,-0.0058,ok,0.0,7735,4520,-3215
ASB16,2,0.13812,-0.1735,ok,0.0,7736,5171,-2565
ASB2,2,0.18863,-0.4134,ok,0.0,7737,3541,-4196
ASB7,2,0.15074,-0.1996,ok,0.0,7738,4605,-3133
ASB8,2,0.11286,-0.1003,ok,0.0,7739,8439,700
ASCC1,2,0.1276,-0.0843,ok,0.0,7740,5879,-1861
ASCC2,2,0.13573,-0.1211,ok,0.0,7741,5317,-2424
ASCL3,2,0.14182,-0.1087,ok,0.0,7742,4969,-2773
ASH1L,2,0.14035,-0.0535,ok,0.0,7743,5050,-2693
ASIC1,2,0.11347,-0.0706,ok,0.0,7744,8272,528
ASIC3,2,0.10394,-0.1181,ok,0.0,7745,11246,3501
ASNS,2,0.10864,-0.0038,ok,0.0,7746,9679,1933
ASPH,2,0.14796,-0.3027,ok,0.0,7747,4706,-3041
ASPSCR1,2,0.11401,-0.0621,ok,0.0,7748,8136,388
ATAD1,2,0.14569,-0.0719,ok,0.0,7749,4821,-2928
ATF2,2,0.17414,-0.2208,ok,0.0,7750,3844,-3906
ATF6B,2,0.19506,-0.1125,ok,0.0,7751,3401,-4350
ATF7,2,0.15174,-0.0998,ok,0.0,7752,4568,-3184
ATG101,2,0.15826,-0.1592,ok,0.0,7753,4325,-3428
ATG12,2,0.23958,-0.2083,ok,0.0,7754,2706,-5048
ATG13,2,0.12321,-0.113,ok,0.0,7755,6339,-1416
ATG14,2,0.15871,-0.1883,ok,0.0,7756,4314,-3442
ATG16L2,2,0.29915,-0.0571,ok,0.0,7757,2164,-5593
ATG2A,2,0.2219,-0.3111,ok,0.0,7758,2956,-4802
ATG5,2,0.17282,-0.0698,ok,0.0,7759,3880,-3879
ATG9B,2,0.10057,-0.0477,ok,0.0,7760,11994,4234
ATL3,2,0.12984,-0.1879,ok,0.0,7761,5688,-2073
ATM,2,0.13257,-0.0799,ok,0.0,7762,5473,-2289
ATN1,2,0.10068,-0.1432,ok,0.0,7763,11982,4219
ATP10A,2,0.10858,-0.2653,ok,0.0,7764,9699,1935
ATP13A2,2,0.16346,-0.051,ok,0.0,7765,4155,-3610
ATP13A3,2,0.10988,-0.0414,ok,0.0,7766,9277,1511
ATP23,2,0.14129,-0.1552,ok,0.0,7767,4999,-2768
ATP2A3,2,0.12545,-0.093,ok,0.0,7768,6096,-1672
ATP2B1,2,0.22818,-0.2139,ok,0.0,7769,2872,-4897
ATP2C1,2,0.10278,-0.0234,ok,0.0,7770,11585,3815
ATP5F1A,2,0.15062,-0.1065,ok,0.0,7771,4613,-3158
ATP5F1D,2,0.2539,-0.0222,ok,0.0,7772,2556,-5216
ATP5MC1,2,0.11858,-0.2572,ok,0.0,7773,7079,-694
ATP5PB,2,0.35217,-0.3127,ok,0.0,7774,1848,-5926
ATP6V0E1,2,0.12593,-0.2204,ok,0.0,7775,6048,-1727
ATP6V0E2,2,0.10831,-0.0506,ok,0.0,7776,9796,2020
ATP6V1D,2,0.19233,-0.2321,ok,0.0,7777,3459,-4318
ATP6V1E1,2,0.59305,-0.063,ok,0.0,7778,996,-6782
ATP6V1E2,2,0.11198,-0.0121,ok,0.0,7779,8660,881
ATP7A,2,0.12294,-0.2194,ok,0.0,7780,6373,-1407
ATP8A1,2,0.10504,-0.1466,ok,0.0,7781,10903,3122
ATP8A2,2,0.12777,-0.2238,ok,0.0,7782,5860,-1922
ATP8B1,2,0.13708,-0.0659,ok,0.0,7783,5226,-2557
ATP8B3,2,0.12256,-0.0062,ok,0.0,7784,6429,-1355
ATRN,2,0.14216,-0.0264,ok,0.0,7785,4955,-2830
ATXN1,2,0.13296,-0.2478,ok,0.0,7786,5456,-2330
ATXN1L,2,0.15541,-0.065,ok,0.0,7787,4429,-3358
ATXN2,2,0.65748,-0.2515,ok,0.0,7788,852,-6936
ATXN2L,2,0.14135,-0.1505,ok,0.0,7789,4991,-2798
ATXN7L1,2,0.10046,-0.0624,ok,0.0,7790,12010,4220
ATXN7L2,2,0.10764,-0.1029,ok,0.0,7791,10003,2212
AUNIP,2,0.18667,-0.001,ok,0.0,7792,3583,-4209
AURKAIP1,2,0.12368,-0.1698,ok,0.0,7793,6281,-1512
AVEN,2,0.1382,-0.0174,ok,0.0,7794,5165,-2629
AVIL,2,0.1479,-0.3079,ok,0.0,7795,4711,-3084
AXL,2,0.10334,-0.2424,ok,0.0,7796,11427,3631
B2M,2,0.10243,-0.1854,ok,0.0,7797,11654,3857
B3GALNT2,2,0.12843,-0.1579,ok,0.0,7798,5807,-1991
B3GAT1,2,0.19848,-0.155,ok,0.0,7799,3342,-4457
B3GNT2,2,0.12221,-0.1756,ok,0.0,7800,6469,-1331
B3GNT9,2,0.11877,-0.0854,ok,0.0,7801,7033,-768
B3GNTL1,2,0.57026,-0.3772,ok,0.0,7802,1058,-6744
B4GALT1,2,0.46485,-0.3446,ok,0.0,7803,1362,-6441
B4GALT2,2,0.10914,-0.0679,ok,0.0,7804,9515,1711
B4GALT5,2,0.10552,-0.0541,ok,0.0,7805,10753,2948
BABAM2,2,0.10341,-0.0486,ok,0.0,7806,11411,3605
BAG3,2,0.11707,-0.1948,ok,0.0,7807,7394,-413
BAG5,2,0.11571,-0.0074,ok,0.0,7808,7689,-119
BAMBI,2,0.32775,-0.0837,ok,0.0,7809,1991,-5818
BANK1,2,0.15074,-0.1387,ok,0.0,7810,4606,-3204
BANP,2,0.43248,-0.4046,ok,0.0,7811,1481,-6330
BARHL1,2,0.14229,-0.153,ok,0.0,7812,4947,-2865
BARHL2,2,0.10339,-0.1224,ok,0.0,7813,11416,3603
BASP1,2,0.13362,-0.0578,ok,0.0,7814,5414,-2400
BAZ1A,2,0.3844,-0.2657,ok,0.0,7815,1684,-6131
BAZ2B,2,0.16264,-0.2033,ok,0.0,7816,4179,-3637
BBS1,2,0.10855,-0.0113,ok,0.0,7817,9709,1892
BBS10,2,0.11631,-0.0086,ok,0.0,7818,7556,-262
BBS12,2,0.1333,-0.2487,ok,0.0,7819,5440,-2379
BCAP29,2,0.12596,-0.0064,ok,0.0,7820,6042,-1778
BCAP31,2,0.16131,-0.0722,ok,0.0,7821,4228,-3593
BCDIN3D,2,0.11289,-0.0243,ok,0.0,7822,8432,610
BCKDHB,2,0.14197,-0.1027,ok,0.0,7823,4962,-2861
BCKDK,2,0.15445,-0.0023,ok,0.0,7824,4463,-3361
BCL2A1,2,0.12631,-0.1264,ok,0.0,7825,6005,-1820
BCL2L1,2,0.33221,-0.2804,ok,0.0,7826,1960,-5866
BCL2L2,2,0.11136,-0.1029,ok,0.0,7827,8835,1008
BCORL1,2,0.11109,-0.0393,ok,0.0,7828,8913,1085
BDH2,2,0.10597,-0.0976,ok,0.0,7829,10583,2754
BEND4,2,0.11139,-0.0848,ok,0.0,7830,8825,995
BEND5,2,0.24895,-0.3424,ok,0.0,7831,2598,-5233
BET1L,2,0.10052,-0.1716,ok,0.0,7832,12003,4171
BEX2,2,0.10754,-0.0323,ok,0.0,7833,10038,2205
BEX3,2,0.11507,-0.0238,ok,0.0,7834,7867,33
BEX4,2,0.14317,-0.3158,ok,0.0,7835,4916,-2919
BEX5,2,0.13081,-0.0356,ok,0.0,7836,5608,-2228
GPRASP3,2,0.13569,-0.1929,ok,0.0,7837,5318,-2519
BHLHE22,2,0.11011,-0.0542,ok,0.0,7838,9213,1375
BID,2,0.1705,-0.096,ok,0.0,7839,3943,-3896
BIK,2,0.13238,-0.201,ok,0.0,7840,5488,-2352
BIN2,2,0.10145,-0.067,ok,0.0,7841,11861,4020
BIN3,2,0.10416,-0.0177,ok,0.0,7842,11181,3339
BIRC3,2,0.15632,-0.1265,ok,0.0,7843,4387,-3456
BIRC6,2,0.39158,-0.2293,ok,0.0,7844,1653,-6191
BLCAP,2,0.12622,-0.1126,ok,0.0,7845,6016,-1829
BLK,2,0.10396,-0.0284,ok,0.0,7846,11238,3392
BLOC1S1,2,0.17915,-0.2801,ok,0.0,7847,3723,-4124
BLOC1S5,2,0.14273,-0.2842,ok,0.0,7848,4931,-2917
BLOC1S6,2,0.10932,-0.1661,ok,0.0,7849,9463,1614
BLVRB,2,0.13236,-0.196,ok,0.0,7850,5490,-2360
BMP1,2,0.14945,-0.0324,ok,0.0,7851,4662,-3189
BMP2K,2,0.13425,-0.289,ok,0.0,7852,5384,-2468
BMP6,2,0.10922,-0.0775,ok,0.0,7853,9484,1631
BMP8A,2,0.12727,-0.0858,ok,0.0,7854,5910,-1944
BNIP2,2,0.15515,-0.0658,ok,0.0,7855,4442,-3413
BNIPL,2,0.10397,-0.0898,ok,0.0,7856,11236,3380
BOD1,2,0.10528,-0.0208,ok,0.0,7857,10827,2970
BOK,2,0.13522,-0.2006,ok,0.0,7858,5340,-2518
BOLA3,2,0.23729,-0.3832,ok,0.0,7859,2749,-5110
BORCS5,2,0.18123,-0.1483,ok,0.0,7860,3680,-4180
BORCS6,2,0.36015,-0.1077,ok,0.0,7861,1790,-6071
BORCS7,2,0.101,-0.0793,ok,0.0,7862,11931,4069
BPGM,2,0.13009,-0.0017,ok,0.0,7863,5670,-2193
BPIFA2,2,0.1362,-0.2539,ok,0.0,7864,5287,-2577
BRAP,2,0.14966,-0.0082,ok,0.0,7865,4651,-3214
BRD7,2,0.12113,-0.008,ok,0.0,7866,6627,-1239
BRF2,2,0.22034,-0.2311,ok,0.0,7867,2979,-4888
BRI3BP,2,0.11672,-0.1212,ok,0.0,7868,7470,-398
BRICD5,2,0.12864,-0.3284,ok,0.0,7869,5783,-2086
BROX,2,0.16354,-0.1072,ok,0.0,7870,4149,-3721
BRPF3,2,0.11999,-0.2076,ok,0.0,7871,6805,-1066
BRSK1,2,0.11476,-0.2248,ok,0.0,7872,7950,78
BSCL2,2,0.14075,-0.1112,ok,0.0,7873,5026,-2847
BSPRY,2,0.12,-0.2865,ok,0.0,7874,6804,-1070
BST2,2,0.1619,-0.1018,ok,0.0,7875,4206,-3669
BTBD1,2,0.13845,-0.1896,ok,0.0,7876,5150,-2726
BTBD2,2,0.13585,-0.4088,ok,0.0,7877,5312,-2565
BTBD6,2,0.10978,-0.2522,ok,0.0,7878,9307,1429
BTBD8,2,0.11102,-0.0319,ok,0.0,7879,8929,1050
BTG1,2,0.2955,-0.2878,ok,0.0,7880,2192,-5688
BTG3,2,0.10997,-0.0302,ok,0.0,7881,9254,1373
BTLA,2,0.29378,-0.1526,ok,0.0,7882,2206,-5676
BTN3A1,2,0.15062,-0.0165,ok,0.0,7883,4614,-3269
BTN3A2,2,0.10106,-0.1481,ok,0.0,7884,11922,4038
BTN3A3,2,0.17759,-0.1025,ok,0.0,7885,3761,-4124
BTNL9,2,0.11491,-0.2339,ok,0.0,7886,7904,18
C10orf105,2,0.35888,-0.4536,ok,0.0,7887,1799,-6088
C11orf21,2,0.16137,-0.2473,ok,0.0,7888,4225,-3663
C11orf54,2,0.11041,-0.113,ok,0.0,7889,9112,1223
C11orf65,2,0.15713,-0.1858,ok,0.0,7890,4367,-3523
C11orf68,2,0.43686,-0.169,ok,0.0,7891,1464,-6427
IFTAP,2,0.12577,-0.1428,ok,0.0,7892,6064,-1828
TOP6BL,2,0.16378,-0.2683,ok,0.0,7893,4138,-3755
C12orf42,2,1.06036,-0.2115,ok,0.0,7894,299,-7595
C12orf43,2,0.16228,-0.0001,ok,0.0,7895,4196,-3699
SPRING1,2,0.1909,-0.0153,ok,0.0,7896,3490,-4406
C12orf57,2,0.11576,-0.0556,ok,0.0,7897,7678,-219
UQCC6,2,0.11022,-0.0141,ok,0.0,7898,9185,1287
C12orf75,2,0.18197,-0.2637,ok,0.0,7899,3667,-4232
C14orf119,2,0.10666,-0.0382,ok,0.0,7900,10351,2451
C15orf62,2,0.10976,-0.267,ok,0.0,7901,9310,1409
BMERB1,2,0.13607,-0.1624,ok,0.0,7902,5295,-2607
PHAF1,2,0.12351,-0.0459,ok,0.0,7903,6304,-1599
C16orf74,2,0.11954,-0.2683,ok,0.0,7904,6890,-1014
C16orf86,2,0.15007,-0.1131,ok,0.0,7905,4635,-3270
C18orf21,2,0.28118,-0.1393,ok,0.0,7906,2305,-5601
C19orf12,2,0.1008,-0.0245,ok,0.0,7907,11969,4062
C19orf18,2,0.10125,-0.0401,ok,0.0,7908,11896,3988
FAM174C,2,0.11642,-0.05,ok,0.0,7909,7525,-384
C19orf33,2,0.10702,-0.0121,ok,0.0,7910,10228,2318
C19orf44,2,0.15943,-0.0513,ok,0.0,7911,4285,-3626
C19orf47,2,0.15494,-0.3107,ok,0.0,7912,4447,-3465
C19orf53,2,0.11697,-0.0044,ok,0.0,7913,7412,-501
SHFL,2,0.10741,-0.0965,ok,0.0,7914,10085,2171
MICOS13,2,0.4727,-0.0725,ok,0.0,7915,1337,-6578
C1GALT1,2,0.10762,-0.1625,ok,0.0,7916,10013,2097
C1QBP,2,0.40568,-0.4716,ok,0.0,7917,1581,-6336
C1RL,2,0.14664,-0.0282,ok,0.0,7918,4775,-3143
AIRIM,2,0.14729,-0.1477,ok,0.0,7919,4747,-3172
C1orf115,2,0.13633,-0.1442,ok,0.0,7920,5277,-2643
C1orf122,2,0.15978,-0.3189,ok,0.0,7921,4274,-3647
C1orf159,2,0.22738,-0.2901,ok,0.0,7922,2885,-5037
C1orf162,2,0.12629,-0.1504,ok,0.0,7923,6007,-1916
CFAP141,2,0.18138,-0.1221,ok,0.0,7924,3676,-4248
C1orf216,2,0.15356,-0.0498,ok,0.0,7925,4493,-3432
C1orf35,2,0.34479,-0.2488,ok,0.0,7926,1893,-6033
C1orf50,2,0.10149,-0.0292,ok,0.0,7927,11852,3925
C1orf54,2,0.10302,-0.0429,ok,0.0,7928,11520,3592
DNAAF9,2,0.11543,-0.0325,ok,0.0,7929,7762,-167
C20orf202,2,0.10789,-0.015,ok,0.0,7930,9925,1995
ADISSP,2,0.14664,-0.0077,ok,0.0,7931,4776,-3155
C2CD2,2,0.1062,-0.0324,ok,0.0,7932,10505,2573
C2CD5,2,0.09959,-0.0004,ok,0.0,7933,12113,4180
C2orf42,2,0.11713,-0.1735,ok,0.0,7934,7380,-554
C2orf49,2,0.14364,-0.1101,ok,0.0,7935,4898,-3037
C2orf68,2,0.20747,-0.3152,ok,0.0,7936,3167,-4769
C2orf69,2,0.11416,-0.1216,ok,0.0,7937,8100,163
C2orf76,2,0.10594,-0.0344,ok,0.0,7938,10597,2659
C3AR1,2,0.16809,-0.0295,ok,0.0,7939,4006,-3933
C3orf33,2,0.14846,-0.1613,ok,0.0,7940,4692,-3248
C4BPB,2,0.11005,-0.0577,ok,0.0,7941,9232,1291
C4orf19,2,0.13598,-0.4029,ok,0.0,7942,5300,-2642
C4orf3,2,0.13444,-0.1214,ok,0.0,7943,5371,-2572
C4orf33,2,0.33904,-0.2306,ok,0.0,7944,1922,-6022
C5orf15,2,0.28512,-0.0934,ok,0.0,7945,2262,-5683
MACIR,2,0.14753,-0.212,ok,0.0,7946,4733,-3213
C5orf34,2,0.23412,-0.4015,ok,0.0,7947,2788,-5159
RIMOC1,2,0.10524,-0.0829,ok,0.0,7948,10838,2890
C5orf58,2,0.10229,-0.0024,ok,0.0,7949,11681,3732
C5orf63,2,0.13245,-0.252,ok,0.0,7950,5484,-2466
C6orf120,2,0.12812,-0.1315,ok,0.0,7951,5835,-2116
C6orf226,2,0.10578,-0.1163,ok,0.0,7952,10650,2698
SNHG32,2,0.12436,-0.0712,ok,0.0,7953,6211,-1742
C6orf89,2,0.16131,-0.34,ok,0.0,7954,4229,-3725
INTS15,2,0.29855,-0.1448,ok,0.0,7955,2168,-5787
TRAPPC14,2,0.10484,-0.0809,ok,0.0,7956,10951,2995
